,county,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county,code,name,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
408,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230312,Burns High,Lawndale,"307 E Stagecoach Trail, Lawndale, NC 28090",-81.5324944,35.4193649,Cleveland County Schools,49.30,C,44.40,3.0
409,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230368,Township Three Elementary,Shelby,"526 Davis Road, Shelby, NC 28152",-81.532737,35.217092,Cleveland County Schools,64.70,C,51.00,3.0
410,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230361,Shelby High,Shelby,"230 E Dixon Boulevard, Shelby, NC 28152",-81.536911,35.274073,Cleveland County Schools,59.40,C,36.50,4.0
411,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230316,Burns Middle,Lawndale,"215 Shady Grove Road, Lawndale, NC 28090",-81.5394336,35.4258329,Cleveland County Schools,59.40,B,65.90,2.0
412,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230362,Shelby Middle,Shelby,"1480 South Dekalb Street, Shelby, NC 28152",-81.5499584,35.2645464,Cleveland County Schools,47.10,B,63.30,2.0
413,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230342,Graham Elementary,Shelby,"1100 Blanton Street, Shelby, NC 28150",-81.558864,35.288762,Cleveland County Schools,78.30,F,25.00,4.0
414,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230346,James Love Elementary,Shelby,"309 James Love Road, Shelby, NC 28152",-81.5673132,35.2652188,Cleveland County Schools,74.60,D,45.50,3.0
415,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230324,Crest High,Shelby,"800 Old Boiling Springs, Shelby, NC 28152",-81.613426,35.274696,Cleveland County Schools,44.90,C,52.40,3.0
416,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230328,Crest Middle,Shelby,"315 Beaverdam Church Rd, Shelby, NC 28150",-81.618871,35.276274,Cleveland County Schools,54.20,B,67.60,2.0
417,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230370,Union Elementary,Shelby,"1440 Union Church Road, Shelby, NC 28150",-81.6188899,35.3898579,Cleveland County Schools,52.60,C,52.90,3.0
418,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230320,Casar Elementary,Casar,"436 Schoolhouse Road, Casar, NC 28020",-81.6200248,35.5072683,Cleveland County Schools,51.70,B,70.50,2.0
419,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230308,Boiling Springs Elementary,Shelby,"1522 Patrick Avenue, Shelby, NC 28152",-81.654448,35.2396057,Cleveland County Schools,55.80,B,69.80,2.0
420,Cleveland,13.8,16.7,1.4,24.4,14.0,10.6,26.3,1.0,27.1,42728.0,230364,Springmore Elementary,Shelby,"616 McBrayer Homestead Road, Shelby, NC 28152",-81.667285,35.2761136,Cleveland County Schools,55.80,B,71.20,2.0
421,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240308,Acme Delco Elementary,Riegelwood,"16337 Old Lake Road, Riegelwood, NC 28456",-78.2544189,34.3475806,Columbus County Schools,82.10,D,48.00,3.0
422,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240334,East Columbus High,Lake Waccamaw,"32 Gator Lane, Lake Waccamaw, NC 28450",-78.5018429,34.3359734,Columbus County Schools,73.50,C,32.80,4.0
423,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240354,Hallsboro-Artesia Elementary,Hallsboro,"1337 Giles Byrd Road, Hallsboro, NC 28442",-78.579522,34.312593,Columbus County Schools,79.80,C,58.00,3.0
424,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240356,Hallsboro Middle,Hallsboro,"89 School Road, Hallsboro, NC 28442",-78.591989,34.319595,Columbus County Schools,73.90,C,49.50,3.0
425,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240370,Old Dock Elementary,Whiteville,"12489 New Britton Hwy, Whiteville, NC 28472",-78.5950296,34.1648888,Columbus County Schools,69.10,C,63.70,2.0
426,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240368,Nakina Middle,Nakina,"9822 Seven Creeks Hwy, Nakina, NC 28455",-78.655266,34.108018,Columbus County Schools,65.80,C,66.60,2.0
427,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,241308,Edgewood Elementary,Whiteville,"317 E Calhoun Street, Whiteville, NC 28472",-78.6961985,34.3314382,Whiteville City Schools,84.60,C,57.40,3.0
428,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240352,Guideway Elementary,Tabor City,"11570 Swamp Fox Hwy East, Tabor City, NC 28463",-78.700111,34.065545,Columbus County Schools,69.60,B,75.00,2.0
429,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,241316,Whiteville High,Whiteville,"413 N Lee Street, Whiteville, NC 28472",-78.707179,34.335039,Whiteville City Schools,70.30,B,55.70,3.0
430,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,241304,Central Middle,Whiteville,"310 S Martin L King Jr Ave, Whiteville, NC 28472",-78.7097374,34.3269383,Whiteville City Schools,76.80,C,66.80,2.0
431,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240304,Acme Delco Middle,Delco,"26133 Andrew Jackson Hwy, Delco, NC 28436",-78.7141765,34.3485085,Columbus County Schools,79.50,C,47.30,3.0
432,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240388,Williams Township,Whiteville,"10400 James B White Hwy, Whiteville, NC 28472",-78.764188,34.204416,Columbus County Schools,69.50,C,53.90,3.0
433,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,24N000,Columbus Charter School,Whiteville,"35 Bacon's Way, Whiteville, NC 28472",-78.7730036,34.4055494,Charter Schools,69.70,C,61.20,2.0
434,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240373,CCCA - Fair Bluff /Southeastern Campuses,Whiteville,"4564 Chadbourn Hwy, Whiteville, NC 28472",-78.7823042,34.3318286,Columbus County Schools,65.20,B,63.10,2.0
435,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240371,South Columbus High,Tabor City,"40 Stallion Drive, Tabor City, NC 28463",-78.8150803,34.1730981,Columbus County Schools,63.40,C,44.40,3.0
436,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240332,Chadbourn Elementary,Chadbourn,"409 E Third Avenue, Chadbourn, NC 28431",-78.8215184,34.3258017,Columbus County Schools,91.30,D,47.70,3.0
437,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240372,Tabor City Elementary,Tabor City,"203 Stake Road, Tabor City, NC 28463",-78.8739183,34.1517631,Columbus County Schools,75.30,D,47.10,3.0
438,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240376,Tabor City Middle,Tabor City,"701 W Sixth Street, Tabor City, NC 28463",-78.8862692,34.1487488,Columbus County Schools,78.40,D,34.10,4.0
439,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240380,West Columbus High,Cerro Gordo,"7294 Andrew Jackson Hwy, Cerro Gordo, NC 28430",-78.8975662,34.3306757,Columbus County Schools,73.90,B,55.20,3.0
440,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240328,Cerro Gordo Elementary,Cerro Gordo,"7685 Andrew Jackson Hwy, Cerro Gordo, NC 28430",-78.9312993,34.3289789,Columbus County Schools,71.30,C,57.90,3.0
441,Columbus,6.9,17.8,1.6,20.5,15.0,20.3,40.1,1.0,34.0,36862.0,240344,Evergreen Elementary,Evergreen,"7211 Old 74 Hwy, Evergreen, NC 28438",-80.4392229,34.9810153,Columbus County Schools,85.80,D,43.90,3.0
442,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250362,Roger Bell New Tech Academy,Havelock,"804 Fontana Boulevard, Havelock, NC 28532",-76.8806536,34.8810332,Craven County Schools,58.20,C,44.20,3.0
443,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250340,Havelock High,Havelock,"101 Webb Boulevard, Havelock, NC 28532",-76.892972,34.879907,Craven County Schools,50.60,B,65.70,2.0
444,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250321,Early College EAST High,Havelock,"104 Middle School Lane, Havelock, NC 28532",-76.8971976,34.8775731,Craven County Schools,30.60,A,88.60,1.0
445,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250344,Havelock Middle,Havelock,"102 Middle School Lane, Havelock, NC 28532",-76.8982898,34.877554,Craven County Schools,67.50,D,46.70,3.0
446,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250336,Havelock Elementary,Havelock,"201 Cunningham Boulevard, Havelock, NC 28532",-76.9004688,34.8774373,Craven County Schools,66.30,C,57.10,3.0
447,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250328,Graham A Barden Elementary,Havelock,"200 Cedar Drive, Havelock, NC 28532",-76.9164538,34.8974367,Craven County Schools,67.40,B,71.40,2.0
448,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250380,Arthur W Edwards Elementary,Havelock,"200 Education Lane, Havelock, NC 28532",-76.9273043,34.9096726,Craven County Schools,53.80,C,60.10,2.0
449,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250378,W Jesse Gurganus Elementary,Havelock,"535 Hwy 70 W, Havelock, NC 28532",-76.9382278,34.9117753,Craven County Schools,38.90,B,80.30,1.0
450,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250368,Tucker Creek Middle,Havelock,"200 Sermons Boulevard, Havelock, NC 28532",-76.9389154,34.929364,Craven County Schools,47.40,B,69.10,2.0
451,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250312,Brinson Memorial Elementary,New Bern,"319 Neuse Forest Avenue, New Bern, NC 28560",-77.0171783,35.0680855,Craven County Schools,54.00,C,55.10,3.0
452,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250316,Creekside Elementary,New Bern,"2790 Landscape Drive, New Bern, NC 28562",-77.0214521,35.0272327,Craven County Schools,25.40,B,78.60,2.0
453,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250308,Bridgeton Elementary,New Bern,"230 Branch Canal Road, New Bern, NC 28560",-77.042144,35.1545883,Craven County Schools,69.60,C,48.00,3.0
454,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250348,J T Barber Elementary,New Bern,"1700 Cobb Street, New Bern, NC 28560",-77.0638683,35.1194548,Craven County Schools,87.60,D,27.70,4.0
455,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250360,Oaks Road Academy,New Bern,"2811 Oaks Road, New Bern, NC 28560",-77.0655386,35.1277177,Craven County Schools,80.60,D,32.60,4.0
456,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250324,Grover C Fields Middle,New Bern,"2000 M L King Jr Boulevard, New Bern, NC 28560",-77.0712982,35.1104447,Craven County Schools,45.10,C,59.00,3.0
457,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250364,Trent Park Elementary,New Bern,"2500 Educational Drive, New Bern, NC 28562",-77.080557,35.109824,Craven County Schools,74.90,C,49.20,3.0
458,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250304,Albert H Bangert Elementary,New Bern,"3712 Canterbury Road, New Bern, NC 28562",-77.08364,35.083429,Craven County Schools,57.70,B,75.10,2.0
459,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250332,H J MacDonald Middle,New Bern,"3127 Elizabeth Avenue, New Bern, NC 28562",-77.0977115,35.1173264,Craven County Schools,67.10,D,48.40,3.0
460,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250314,Craven Early College High,New Bern,"800 College Court, New Bern, NC 28562",-77.1022053,35.1103856,Craven County Schools,45.80,A,82.60,1.0
461,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250356,New Bern High,New Bern,"4200 Academic Drive, New Bern, NC 28562",-77.1156166,35.1004056,Craven County Schools,51.10,C,55.10,3.0
462,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250306,Ben D Quinn Elementary,New Bern,"4275 M L King Jr Boulevard, New Bern, NC 28562",-77.128472,35.0918956,Craven County Schools,54.10,C,60.70,2.0
463,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250372,West Craven High,Vanceboro,"2600 Streets Ferry Road, Vanceboro, NC 28586",-77.1383846,35.2376529,Craven County Schools,64.70,C,42.00,3.0
464,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250320,Vanceboro-Farm Life Elementary,Vanceboro,"2000 Farm Life Avenue, Vanceboro, NC 28586",-77.1465944,35.3070019,Craven County Schools,79.60,D,45.60,3.0
465,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250376,West Craven Middle,New Bern,"515 NW Craven Mid School Road, New Bern, NC 28562",-77.1508531,35.217075,Craven County Schools,72.90,D,38.70,4.0
466,Craven,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2.0,22.5,50748.0,250350,James W Smith Elementary,Cove City,"150 Koonce Town Road, Cove City, NC 28523",-77.2881708,35.2512442,Craven County Schools,74.40,C,54.80,3.0
467,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260312,Beaver Dam Elementary,Roseboro,"12059 Hwy 210 S, Roseboro, NC 28382",-78.5807717,34.8944101,Cumberland County Schools,56.00,A,86.90,1.0
468,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260430,Stedman Elementary,Stedman,"7370 Clinton Road Hwy 24, Stedman, NC 28391",-78.6963311,35.0139891,Cumberland County Schools,46.00,B,75.00,2.0
469,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260356,District No 7 Elementary,Wade,"5721 Smithfield Road, Wade, NC 28395",-78.7055017,35.1496016,Cumberland County Schools,50.70,B,70.60,2.0
470,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260416,J W Seabrook Elementary,Fayetteville,"4619 NC Hwy 210 South, Fayetteville, NC 28301",-78.755282,34.9870218,Cumberland County Schools,68.00,C,62.60,2.0
471,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260332,Eastover-Central Elementary,Eastover,"5174 Dunn Road, Eastover, NC 28312",-78.7607352,35.1228961,Cumberland County Schools,39.90,B,76.90,2.0
472,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260325,Cape Fear High,Fayetteville,"4762 Clinton Road, Fayetteville, NC 28301",-78.7637348,35.0343853,Cumberland County Schools,50.60,B,62.60,2.0
473,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260383,Mac Williams Middle,Fayetteville,"4644 Clinton Road, Fayetteville, NC 28312",-78.7663051,35.0346247,Cumberland County Schools,57.30,C,57.50,3.0
474,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260306,Armstrong Elementary,Eastover,"3395 Dunn Road, Eastover, NC 28312",-78.791366,35.0915139,Cumberland County Schools,49.50,B,68.90,2.0
475,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260440,Sunnyside Elementary,Fayetteville,"3876 Sunnyside School Road, Fayetteville, NC 28312",-78.796946,35.028197,Cumberland County Schools,73.10,D,37.20,4.0
476,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260406,Pine Forest Middle,Fayetteville,"6901 Ramsey Street, Fayetteville, NC 28311",-78.857401,35.1800899,Cumberland County Schools,52.00,C,60.50,2.0
477,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260364,Alderman Road Elementary,Fayetteville,"2860 Alderman Road, Fayetteville, NC 28306",-78.860293,34.8952244,Cumberland County Schools,55.80,C,55.70,3.0
478,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260380,Long Hill Elementary,Fayetteville,"6490 Ramsey Street, Fayetteville, NC 28311",-78.86515,35.162418,Cumberland County Schools,47.80,B,70.60,2.0
479,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260375,Grays Creek Elementary,Hope Mills,"2964 School Rd, Hope Mills, NC 28348",-78.8670156,34.8902277,Cumberland County Schools,50.90,B,66.70,2.0
480,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260405,Walker-Spivey Elementary,Fayetteville,"500 Fisher Street, Fayetteville, NC 28301",-78.8726764,35.0390699,Cumberland County Schools,91.40,D,43.20,3.0
481,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260444,Teresa C Berrien Elementary,Fayetteville,"800 North Street, Fayetteville, NC 28301",-78.8745401,35.0653695,Cumberland County Schools,90.20,F,25.40,4.0
482,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260411,Reid Ross Classical High,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,63.50,B,64.50,2.0
483,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260419,Reid Ross Classical Middle,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,77.30,D,49.20,3.0
484,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260358,Luther Nick Jeralds Middle,Fayetteville,"2517 Ramsey Street, Fayetteville, NC 28301",-78.8788675,35.0928179,Cumberland County Schools,82.90,D,39.00,4.0
485,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,26C000,The Capitol Encore Academy,Fayetteville,"126 Hay Street, Fayetteville, NC 28301",-78.8790444,35.0534229,Charter Schools,59.10,D,46.80,3.0
486,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260382,Lucile Souders Elementary,Fayetteville,"128 Hillview Avenue, Fayetteville, NC 28301",-78.88187,35.099218,Cumberland County Schools,75.80,C,51.40,3.0
487,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260408,Pine Forest High,Fayetteville,"525 Andrews Road, Fayetteville, NC 28311",-78.8869153,35.1545967,Cumberland County Schools,59.50,B,60.20,2.0
488,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260366,Howard L Hall Elementary,Fayetteville,"526 Andrews Road, Fayetteville, NC 28311",-78.887306,35.157285,Cumberland County Schools,48.00,C,65.20,2.0
489,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260354,Cross Creek Early College,Fayetteville,"1200 Murchison Road, Fayetteville, NC 28301",-78.8925902,35.0756898,Cumberland County Schools,61.40,A,>95,1.0
490,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260388,Massey Hill Classical High,Fayetteville,"1062 Southern Avenue, Fayetteville, NC 28306",-78.8949183,35.0311393,Cumberland County Schools,34.60,B,73.80,2.0
491,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260347,Cumberland International Early College,Fayetteville,"1200 Murchison Rd, J Knuckles Science Annex, Fayetteville, NC 28303",-78.8952089,35.0733686,Cumberland County Schools,53.10,A,86.80,1.0
492,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260359,E E Smith High,Fayetteville,"1800 Seabrook Road, Fayetteville, NC 28301",-78.8957584,35.0847821,Cumberland County Schools,64.90,C,46.00,3.0
493,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260340,College Lakes Elementary,Fayetteville,"4963 Rosehill Road, Fayetteville, NC 28311",-78.8992069,35.1279792,Cumberland County Schools,67.90,C,57.70,3.0
494,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260361,Ferguson-Easley Elementary,Fayetteville,"1857 Seabrook Road, Fayetteville, NC 28301",-78.8992413,35.0849912,Cumberland County Schools,90.00,D,35.80,4.0
495,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260362,Grays Creek Middle,Hope Mills,"5151 Celebration Drive, Hope Mills, NC 28348",-78.9007986,34.9204068,Cumberland County Schools,50.70,C,57.40,3.0
496,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260386,Margaret Willis Elementary,Fayetteville,"1412 Belvedere Avenue, Fayetteville, NC 28305",-78.904391,35.071097,Cumberland County Schools,81.50,D,39.20,4.0
497,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260357,Grays Creek High,Hope Mills,"5301 Celebration Drive, Hope Mills, NC 28348",-78.9046424,34.9215266,Cumberland County Schools,45.00,C,58.00,3.0
498,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260308,Ashley Elementary,Fayetteville,"810 Trainer Drive, Fayetteville, NC 28304",-78.9069875,35.0386325,Cumberland County Schools,59.00,C,48.30,3.0
499,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260450,Warrenwood Elementary,Fayetteville,"4618 Rosehill Road, Fayetteville, NC 28311",-78.909154,35.1206203,Cumberland County Schools,77.80,C,48.30,3.0
500,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260352,Cumberland Road Elementary,Fayetteville,"2700 Cumberland Road, Fayetteville, NC 28306",-78.910729,35.021512,Cumberland County Schools,78.70,C,47.70,3.0
501,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260452,Westarea Elementary,Fayetteville,"941 Country Club Drive, Fayetteville, NC 28301",-78.912423,35.0979749,Cumberland County Schools,80.80,D,40.60,3.0
502,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260373,Gallberry Farm Elementary,Hope Mills,"8019 Byerly Drive, Hope Mills, NC 28348",-78.9150954,34.9203399,Cumberland County Schools,55.90,C,61.20,2.0
503,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260446,Terry Sanford High,Fayetteville,"2301 Fort Bragg Road, Fayetteville, NC 28303",-78.9151218,35.0649076,Cumberland County Schools,55.30,C,44.50,3.0
504,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260326,Elizabeth M Cashwell Elementary,Fayetteville,"2970 Legion Road, Fayetteville, NC 28306",-78.9153429,35.006963,Cumberland County Schools,79.40,C,57.20,3.0
505,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260365,R Max Abbott Middle,Fayetteville,"590 Winding Creek Road, Fayetteville, NC 28305",-78.9236087,35.0512457,Cumberland County Schools,57.80,C,54.50,3.0
506,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260700,Cumberland Polytechnic,Fayetteville,"2201 Hull Rd, Fayetteville, NC 28303",-78.9258784,35.0666422,Cumberland County Schools,51.00,A,>95,1.0
507,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260448,Vanstory Hills Elementary,Fayetteville,"400 Foxhall Road, Fayetteville, NC 28303",-78.9268815,35.0569383,Cumberland County Schools,45.20,B,70.00,2.0
508,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260427,South View High,Hope Mills,"4184 Elk Road, Hope Mills, NC 28348",-78.9280286,34.9787173,Cumberland County Schools,64.90,B,53.00,3.0
509,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260425,South View Middle,Hope Mills,"4100 Elk Road, Hope Mills, NC 28348",-78.9299734,34.9807669,Cumberland County Schools,60.30,D,40.40,3.0
510,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260370,Ed V Baldwin Elementary,Hope Mills,"4441 Legion Road, Hope Mills, NC 28348",-78.9336749,34.978952,Cumberland County Schools,56.90,D,44.70,3.0
511,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260368,Hope Mills Middle,Hope Mills,"4975 Cameron Road, Hope Mills, NC 28348",-78.9399003,34.9655563,Cumberland County Schools,55.10,D,47.40,3.0
512,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260396,Mary McArthur Elementary,Fayetteville,"3809 Village Drive, Fayetteville, NC 28304",-78.940757,35.0251178,Cumberland County Schools,72.10,D,41.90,3.0
513,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260371,Ireland Drive Middle,Fayetteville,"1606 Ireland Drive, Fayetteville, NC 28304",-78.947474,35.0347441,Cumberland County Schools,71.30,C,45.10,3.0
514,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260321,Douglas Byrd Middle,Fayetteville,"1616 Ireland Drive, Fayetteville, NC 28304",-78.948283,35.034917,Cumberland County Schools,75.60,D,34.20,4.0
515,Cumberland,3.0,8.8,1.3,20.7,6.6,10.5,56.0,1.0,22.2,46779.0,260322,Douglas Byrd High,Fayetteville,"1624 Ireland Drive, Fayetteville, NC 28304",-78.950225,35.032099,Cumberland County Schools,71.40,D,29.10,4.0
