,county,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county,code,name,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
1100,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450302,Atkinson Elementary,Hendersonville,"2510 Old Kanuga Road, Hendersonville, NC 28739",-82.4929738,35.2841292,Henderson County Schools,43.30,B,80.80,1.0
1101,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450332,Fletcher Elementary,Fletcher,"500 Howard Gap Road, Fletcher, NC 28732",-82.4978635,35.4091617,Henderson County Schools,43.10,B,74.10,2.0
1102,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,45B000,FernLeaf Community Charter School,Fletcher,"58 Howard Gap Rd, Fletcher, NC 28732",-82.5016032,35.4238131,Charter Schools,13.70,C,58.60,3.0
1103,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450342,Rugby Middle,Hendersonville,"3345 Haywood Road, Hendersonville, NC 28791",-82.5144402,35.3585583,Henderson County Schools,35.30,B,75.80,2.0
1104,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450352,West Henderson High,Hendersonville,"3600 Haywood Road, Hendersonville, NC 28791",-82.5151586,35.3650465,Henderson County Schools,27.80,B,71.20,2.0
1105,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450339,Glenn C Marlow Elementary,Mills River,"1985 Butler Bridge Road, Mills River, NC 28759",-82.5467362,35.4069099,Henderson County Schools,22.90,A,83.10,1.0
1106,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450340,Mills River Elementary,Mills River,"94 School House Road, Mills River, NC 28759",-82.5655476,35.3767803,Henderson County Schools,35.40,B,77.70,2.0
1107,Henderson,7.8,4.1,1.0,13.1,8.2,5.6,15.9,3.0,15.0,54012.0,450324,Etowah Elementary,Etowah,"320 Etowah School Road, Etowah, NC 28729",-82.587307,35.314708,Henderson County Schools,48.10,B,76.40,2.0
1108,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460340,CS Brown High,Winton,"102 CSB Dr, Winton, NC 27986",-76.9390878,36.3862004,Hertford County Schools,37.30,A,69.00,2.0
1109,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460312,Bearfield Primary,Ahoskie,"145 Hertford Co High School Rd, Ahoskie, NC 27910",-76.993872,36.295519,Hertford County Schools,64.60,C,65.50,2.0
1110,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460308,Ahoskie Elementary,Ahoskie,"200 N Talmage St, Ahoskie, NC 27910",-76.994518,36.2916745,Hertford County Schools,63.70,F,34.30,4.0
1111,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460320,Hertford County High,Ahoskie,"1500 W First St, Ahoskie, NC 27910",-76.997607,36.2962907,Hertford County Schools,55.20,D,24.50,4.0
1112,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460322,Hertford Co Early College,Ahoskie,"109 Community College Rd, Ahoskie, NC 27910",-77.022818,36.325417,Hertford County Schools,28.80,B,81.50,1.0
1113,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460332,Riverview Elementary,Murfreesboro,"236 US 158 Business, Murfreesboro, NC 27855",-77.07536,36.4390069,Hertford County Schools,66.30,D,48.60,3.0
1114,Hertford,2.0,46.7,1.4,24.1,16.3,5.4,66.5,1.0,30.6,38216.0,460318,Hertford County Middle,Murfreesboro,"1850 Hwy 11N, Murfreesboro, NC 27855",-77.0887329,36.429706,Hertford County Schools,58.20,D,28.50,4.0
1115,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470340,Rockfish Hoke Elementary,Raeford,"6251 Rockfish Rd, Raeford, NC 28376",-79.086364,34.995119,Hoke County Schools,41.20,C,66.80,2.0
1116,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470442,Sandy Grove Middle,Lumber Bridge,"300 Chason Road, Lumber Bridge, NC 28357",-79.0891171,34.9470384,Hoke County Schools,60.10,C,55.50,3.0
1117,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470441,Sandy Grove Elementary,Lumber Bridge,"8452 North Old Wire Road, Lumber Bridge, NC 28357",-79.091513,34.9445389,Hoke County Schools,76.00,C,48.80,3.0
1118,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470310,Don D Steed Elementary,Raeford,"800 Phillipi Church Rd, Raeford, NC 28376",-79.1602256,34.9813916,Hoke County Schools,52.50,B,73.50,2.0
1119,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470332,East Hoke Middle,Raeford,"4702 Fayetteville Rd, Raeford, NC 28376",-79.1709903,35.0062456,Hoke County Schools,69.80,D,46.00,3.0
1120,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470328,Scurlock Elementary,Raeford,"775 Rockfish Rd, Raeford, NC 28376",-79.178332,34.986055,Hoke County Schools,59.40,C,46.20,3.0
1121,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470443,SandHoke Early College High,Raeford,"1110 East Central Avenue, Raeford, NC 28376",-79.205574,34.9773629,Hoke County Schools,53.70,A,74.10,2.0
1122,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470316,J W McLauchlin Elementary,Raeford,"326 N Main St, Raeford, NC 28376",-79.222822,34.9819656,Hoke County Schools,71.90,C,52.20,3.0
1123,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470312,Hoke County High,Raeford,"505 S Bethel Road, Raeford, NC 28376",-79.2336953,34.9733043,Hoke County Schools,71.50,C,44.50,3.0
1124,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470346,Upchurch Elementary,Raeford,"730 Turnpike Road, Raeford, NC 28376",-79.2392204,34.9924265,Hoke County Schools,64.70,C,57.30,3.0
1125,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470320,West Hoke Middle,Raeford,"200 NC 211 W, Raeford, NC 28376",-79.247758,34.9858095,Hoke County Schools,70.10,C,49.90,3.0
1126,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470330,Hawk Eye Elementary,Red Springs,"4321 Old Maxton Road, Red Springs, NC 28377",-79.264767,34.914975,Hoke County Schools,80.10,C,43.90,3.0
1127,Hoke,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2.0,24.8,47892.0,470336,West Hoke Elementary,Raeford,"6050 Turnpike Road, Raeford, NC 28376",-79.3222182,34.975619,Hoke County Schools,69.60,C,60.90,2.0
1128,Hyde,0.0,0.0,1.8,7.2,21.2,9.9,39.3,1.0,30.6,40653.0,480316,Ocracoke School,Ocracoke,"120 Schoolhouse Rd, Ocracoke, NC 27960",-75.9785378,35.1120452,Hyde County Schools,65.50,B,77.40,2.0
1129,Hyde,0.0,0.0,1.8,7.2,21.2,9.9,39.3,1.0,30.6,40653.0,480306,Mattamuskeet Elementary,Swan Quarter,"60 Juniper Bay Road, Swan Quarter, NC 27885",-76.217128,35.440926,Hyde County Schools,71.00,D,43.80,3.0
1130,Hyde,0.0,0.0,1.8,7.2,21.2,9.9,39.3,1.0,30.6,40653.0,480318,Mattamuskeet Early College High,Swan Quarter,"20392 Hwy US 264, Swan Quarter, NC 27885",-76.218858,35.441462,Hyde County Schools,59.50,C,50.90,3.0
1131,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490324,Cool Spring Elementary,Cleveland,"1969 Mocksville Hwy, Cleveland, NC 27013",-80.7324684,35.8466897,Iredell-Statesville Schools,45.10,B,76.30,2.0
1132,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491303,East Mooresville Intermediate,Mooresville,"1711 Landis Highway, Mooresville, NC 28115",-80.7736584,35.6005592,Mooresville City Schools,39.70,B,69.10,2.0
1133,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490332,Harmony Elementary,Harmony,"139 Harmony School Road, Harmony, NC 28634",-80.77407,35.9616144,Iredell-Statesville Schools,59.20,B,63.00,2.0
1134,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491318,Rocky River Elementary,Mooresville,"483 Rocky River Rd, Mooresville, NC 28115",-80.7825072,35.5494197,Mooresville City Schools,18.70,A,87.50,1.0
1135,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491306,Mooresville Intermediate,Mooresville,"1438 Coddle Creek Hwy, Mooresville, NC 28115",-80.7832667,35.5532419,Mooresville City Schools,37.10,B,68.20,2.0
1136,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491308,Mooresville Middle,Mooresville,"233 Kistler Farm Rd, Mooresville, NC 28115",-80.7883734,35.5550751,Mooresville City Schools,36.20,C,66.30,2.0
1137,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490327,East Iredell Middle,Statesville,"590 Chestnut Grove Road, Statesville, NC 28625",-80.7901044,35.8368572,Iredell-Statesville Schools,73.30,D,39.00,4.0
1138,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491316,Park View Elementary,Mooresville,"217 W McNeely Ave, Mooresville, NC 28115",-80.8015281,35.5898186,Mooresville City Schools,48.50,B,68.70,2.0
1139,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491312,Mooresville High School,Mooresville,"659 E Center Ave, Mooresville, NC 28115",-80.8019147,35.5779181,Mooresville City Schools,29.20,B,68.00,2.0
1140,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,491320,South Elementary,Mooresville,"839 S Magnolia St, Mooresville, NC 28115",-80.802897,35.5624663,Mooresville City Schools,54.40,B,72.20,2.0
1141,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490318,Coddle Creek Elementary,Mooresville,"141 Frank's Crossing Loop, Mooresville, NC 28115",-80.8123799,35.5176781,Iredell-Statesville Schools,22.00,B,67.90,2.0
1142,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490360,Shepherd Elementary,Mooresville,"1748 Charlotte Hwy, Mooresville, NC 28115",-80.8297342,35.6355247,Iredell-Statesville Schools,36.40,C,63.80,2.0
1143,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490326,East Iredell Elementary,Statesville,"400 E Elementary Rd, Statesville, NC 28625",-80.8363084,35.8040672,Iredell-Statesville Schools,62.70,C,53.70,3.0
1144,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,49,Pine Lake Preparatory,Mooresville,"104 Yellow Wood Circle, Mooresville, NC 28115",-80.844047,35.535746,Charter Schools,<5,A,86.10,1.0
1145,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490344,Mount Mourne School,Mooresville,"1431 Mecklenburg Hwy, Mooresville, NC 28115",-80.84459,35.546646,Iredell-Statesville Schools,<5,A,>95,1.0
1146,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490363,Third Creek Elementary,Statesville,"361 East Barkley Road, Statesville, NC 28677",-80.8478739,35.7574461,Iredell-Statesville Schools,73.30,C,48.00,3.0
1147,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,49G000,Iredell Charter Academy,Troutman,"251 Home Improvement Street, Troutman, NC 28166",-80.85152,35.6692536,Charter Schools,36.10,D,43.30,3.0
1148,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490319,Cloverleaf Elementary,Statesville,"300 James Farm Rd, Statesville, NC 28625",-80.862627,35.8233,Iredell-Statesville Schools,64.20,D,37.10,4.0
1149,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490368,Union Grove Elementary,Union Grove,"1314 Sloans Mill Rd, Union Grove, NC 28689",-80.865026,36.0229687,Iredell-Statesville Schools,49.40,C,47.70,3.0
1150,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,49F000,Langtree Charter Academy,Mooresville,"154 Foundation Ct, Mooresville, NC 28117",-80.8651548,35.5411787,Charter Schools,7.90,C,66.30,2.0
1151,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490307,Agriculture and Science Early College,Olin,"158 Raider Rd, Olin, NC 28660",-80.8676113,35.9278219,Iredell-Statesville Schools,28.90,A,87.20,1.0
1152,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490346,North Iredell High,Olin,"156 Raider Road, Olin, NC 28660",-80.8684276,35.9298162,Iredell-Statesville Schools,41.20,C,32.90,4.0
1153,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490352,Statesville Middle,Statesville,"321 Clegg St, Statesville, NC 28677",-80.8716356,35.7870265,Iredell-Statesville Schools,82.20,F,23.00,4.0
1154,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490349,North Iredell Middle,Olin,"2467 Jennings Rd, Olin, NC 28660",-80.877027,35.967734,Iredell-Statesville Schools,45.60,C,59.90,3.0
1155,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490308,Brawley Middle,Mooresville,"132 Swift Arrow Drive, Mooresville, NC 28117",-80.8778054,35.5833924,Iredell-Statesville Schools,14.90,B,70.50,2.0
1156,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,49D000,Success Institute Charter,Statesville,"1424-2 Rickert St, Statesville, NC 28677",-80.878632,35.766089,Charter Schools,60.00,D,35.00,4.0
1157,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490347,Northview School,Statesville,"625 Carolina Ave N, Statesville, NC 28677",-80.8823129,35.8055507,Iredell-Statesville Schools,25.60,A,93.80,1.0
1158,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490366,Troutman Middle,Troutman,"305 Rumple St, Troutman, NC 28166",-80.8853386,35.6975947,Iredell-Statesville Schools,47.10,D,50.40,3.0
1159,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490364,Troutman Elementary,Troutman,"220 S Main St, Troutman, NC 28166",-80.8855979,35.6997305,Iredell-Statesville Schools,42.10,C,58.70,3.0
1160,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,49B000,American Renaissance School,Statesville,"132 East Broad Street, Statesville, NC 28677",-80.8867649,35.7847122,Charter Schools,13.90,B,65.40,2.0
1161,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490337,Lakeshore Elementary,Mooresville,"252 Lakeshore School Road, Mooresville, NC 28117",-80.8867743,35.6078912,Iredell-Statesville Schools,15.20,B,68.20,2.0
1162,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490310,Career Academy and Technical School,Troutman,"350 Old Murdock Rd, Troutman, NC 28166",-80.887285,35.714622,Iredell-Statesville Schools,6.30,C,43.00,3.0
1163,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490338,Lakeshore Middle,Mooresville,"244 Lakeshore School Drive, Mooresville, NC 28117",-80.8874397,35.6082534,Iredell-Statesville Schools,25.00,C,64.80,2.0
1164,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490354,Statesville High,Statesville,"474 N Center St, Statesville, NC 28677",-80.8918139,35.7935193,Iredell-Statesville Schools,62.50,D,27.80,4.0
1165,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490320,Collaborative College for Technology,Statesville,"500 West Broad Street, Statesville, NC 28677",-80.893367,35.7830255,Iredell-Statesville Schools,25.00,A,>95,1.0
1166,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490355,Crossroads Arts Sciences Early College,Statesville,"476 N Center St, Statesville, NC 28677",-80.893496,35.7923821,Iredell-Statesville Schools,38.00,A,92.70,1.0
1167,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490336,Lake Norman Elementary,Mooresville,"255 Oak Tree Road, Mooresville, NC 28117",-80.8975698,35.5807394,Iredell-Statesville Schools,10.70,B,77.70,2.0
1168,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490335,Lake Norman High,Mooresville,"186 Doolie Road, Mooresville, NC 28117",-80.9027119,35.5964827,Iredell-Statesville Schools,8.50,B,72.10,2.0
1169,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490345,N B Mills Elementary,Statesville,"1410 Pearl St, Statesville, NC 28677",-80.9112357,35.7881576,Iredell-Statesville Schools,87.90,F,28.20,4.0
1170,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490390,Woodland Heights Elementary,Mooresville,"288 Forest Lake Boulevard, Mooresville, NC 28117",-80.9229339,35.5699008,Iredell-Statesville Schools,7.10,B,76.40,2.0
1171,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490316,Central Elementary,Statesville,"4083 Wilkesboro Hwy, Statesville, NC 28625",-80.9620769,35.927132,Iredell-Statesville Schools,33.80,A,83.30,1.0
1172,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490312,Celeste Henkel Elementary,Statesville,"1503 Old Mountain Road, Statesville, NC 28677",-80.9756552,35.7551936,Iredell-Statesville Schools,59.80,C,61.00,2.0
1173,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490384,West Iredell Middle,Statesville,"303 Watermelon Rd, Statesville, NC 28677",-80.986266,35.78519,Iredell-Statesville Schools,60.60,C,50.20,3.0
1174,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490362,South Iredell High,Statesville,"299 Old Mountain Rd, Statesville, NC 28677",-80.9908413,35.7685462,Iredell-Statesville Schools,23.00,B,61.10,2.0
1175,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490380,West Iredell High,Statesville,"213 Warrior Dr, Statesville, NC 28677",-80.9915287,35.7938703,Iredell-Statesville Schools,48.10,C,42.10,3.0
1176,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490348,Scotts Elementary,Statesville,"4743 Taylorsville Hwy, Statesville, NC 28625",-81.01233,35.844344,Iredell-Statesville Schools,62.20,B,64.40,2.0
1177,Iredell,5.8,7.1,0.8,24.8,8.8,6.0,23.3,3.0,13.0,60044.0,490356,Sharon Elementary,Statesville,"880 Sharon Sch Rd, Statesville, NC 28677",-81.0604203,35.7706736,Iredell-Statesville Schools,49.10,B,73.40,2.0
1178,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,50A000,Summit Charter,Cashiers,"370 Mitten Lane, Cashiers, NC 28717",-83.1046636,35.1004404,Charter Schools,8.10,C,64.50,2.0
1179,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500302,Blue Ridge Early College,Cashiers,"95 Bobcat Dr, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,25.80,D,51.40,3.0
1180,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500316,Blue Ridge School,Cashiers,"95 Bobcat Drive, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,42.00,D,49.00,3.0
1181,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500332,Scotts Creek Elementary,Sylva,"516 Parris Branch, Sylva, NC 28779",-83.1777121,35.409624,Jackson County Schools,64.10,C,51.00,3.0
1182,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500304,Cullowhee Valley School,Cullowhee,"240 Wisdom Drive, Cullowhee, NC 28723",-83.180794,35.293741,Jackson County Schools,59.70,C,56.20,3.0
1183,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500314,Fairview Elementary,Sylva,"251 Big Orange Way, Sylva, NC 28779",-83.1953264,35.3552202,Jackson County Schools,55.50,C,60.60,2.0
1184,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,50Z000,Catamount School,Sylva,"100 Smoky Mountain Dr, Sylva, NC 28779",-83.199302,35.3535224,Lab Schools,45.50,D,46.40,3.0
1185,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500340,Smoky Mountain High School,Sylva,"100 Smoky Mountain Drive, Sylva, NC 28779",-83.199302,35.3535224,Jackson County Schools,40.60,B,69.90,2.0
1186,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500323,Jackson Co Early College,Sylva,"404 College Drive, Sylva, NC 28779",-83.2050376,35.3483207,Jackson County Schools,21.90,A,85.90,1.0
1187,Jackson,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2.0,20.4,44502.0,500337,Smokey Mountain Elementary,Whittier,"884 US Hwy 441N, Whittier, NC 28789",-83.3240769,35.4292046,Jackson County Schools,36.00,D,40.40,3.0
1188,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,51B000,Johnston Charter Academy,Clayton,"40 Scholar Dr, Clayton, NC 27520",aaUnknown,aaUnknown,Charter Schools,23.20,C,60.80,2.0
1189,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510356,Glendale-Kenly Elementary,Kenly,"2001 Bay Valley Rd, Kenly, NC 27542",-78.1557444,35.621534,Johnston County Schools,63.00,C,54.20,3.0
1190,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510376,Princeton High,Princeton,"101 Dr Donnie H Jones Jr Blvd, Princeton, NC 27569",-78.1583737,35.4670876,Johnston County Schools,44.70,C,56.50,3.0
1191,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510374,Princeton Elementary,Princeton,"650 Holt's Pond Rd, Princeton, NC 27569",-78.176366,35.464793,Johnston County Schools,51.90,C,52.70,3.0
1192,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510368,North Johnston High,Kenly,"5915 US Hwy 301 N, Kenly, NC 27542",-78.1839837,35.5730057,Johnston County Schools,49.90,C,38.10,4.0
1193,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510343,Micro Elementary,Micro,"301 E Main St, Micro, NC 27555",-78.2012374,35.5588812,Johnston County Schools,69.00,D,36.00,4.0
1194,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510344,North Johnston Middle,Micro,"435 Oil Company Road, Micro, NC 27555",-78.2090722,35.5637019,Johnston County Schools,61.10,F,31.80,4.0
1195,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510372,Pine Level Elementary,Pine Level,"304 West Blanche Street, PO Box 69, Pine Level, NC 27568",-78.2478482,35.5124922,Johnston County Schools,56.90,C,47.70,3.0
1196,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510390,Selma Middle School,Selma,"1533 Hwy 301 N, Selma, NC 27576",-78.2748438,35.5503635,Johnston County Schools,68.90,F,23.60,4.0
1197,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510388,Selma Elementary,Selma,"311 W Richardson St, Selma, NC 27576",-78.2823172,35.5409764,Johnston County Schools,67.20,D,37.90,4.0
1198,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510332,Corinth-Holders Elementary,Zebulon,"3976 NC 231, Zebulon, NC 27597",-78.297015,35.7331302,Johnston County Schools,59.10,D,44.30,3.0
1199,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,51A000,Neuse Charter School,Smithfield,"909 Booker Dairy Rd, Smithfield, NC 27577",-78.3212911,35.5338705,Charter Schools,19.70,C,68.40,2.0
1200,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510399,Smithfield-Selma High,Smithfield,"700 Booker Dairy Rd, Smithfield, NC 27577",-78.3240341,35.5297932,Johnston County Schools,68.00,C,38.80,4.0
1201,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510367,Johnston Co Early College Academy,Smithfield,"245 College Rd, Smithfield, NC 27577",-78.3309705,35.5019508,Johnston County Schools,37.30,A,90.10,1.0
1202,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510325,Johnston County Schools Career Technical,Smithfield,"245 College Road, Smithfield, NC 27577",-78.3309705,35.5019508,Johnston County Schools,35.60,A,89.50,1.0
1203,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510397,Smithfield Middle,Smithfield,"1455 Buffalo Rd, Smithfield, NC 27577",-78.3350609,35.5288456,Johnston County Schools,81.30,D,41.00,3.0
1204,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510333,Corinth Holders High,Wendell,"6875 Applewhite Rd, Wendell, NC 27591",-78.33781,35.724761,Johnston County Schools,23.00,B,62.70,2.0
1205,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510382,The Innovation Academy at South Campus,Smithfield,"521 Martin Luther King Dr, Smithfield, NC 27577",-78.3404495,35.5020848,Johnston County Schools,44.90,C,63.30,2.0
1206,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510377,River Dell Elementary,Clayton,"12100 Buffalo Road, Clayton, NC 27527",-78.3512646,35.6672328,Johnston County Schools,22.20,B,65.90,2.0
1207,Johnston,1.4,2.6,1.0,9.0,11.0,7.3,31.8,3.0,15.4,60296.0,510404,South Smithfield Elementary,Smithfield,"201 W Sanders St, Smithfield, NC 27577",-78.3582032,35.500592,Johnston County Schools,66.10,D,34.80,4.0
