county,county_tier,poverty_county,median_inc_county,code,name,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
Craven,2,22.50,50748,250362,Roger Bell New Tech Academy,Havelock,"804 Fontana Boulevard, Havelock, NC 28532",-76.8806536,34.8810332,Craven County Schools,58.20,C,44.20,3.00
Craven,2,22.50,50748,250340,Havelock High,Havelock,"101 Webb Boulevard, Havelock, NC 28532",-76.892972,34.879907,Craven County Schools,50.60,B,65.70,2.00
Craven,2,22.50,50748,250321,Early College EAST High,Havelock,"104 Middle School Lane, Havelock, NC 28532",-76.8971976,34.8775731,Craven County Schools,30.60,A,88.60,1.00
Craven,2,22.50,50748,250344,Havelock Middle,Havelock,"102 Middle School Lane, Havelock, NC 28532",-76.8982898,34.877554,Craven County Schools,67.50,D,46.70,3.00
Craven,2,22.50,50748,250336,Havelock Elementary,Havelock,"201 Cunningham Boulevard, Havelock, NC 28532",-76.9004688,34.8774373,Craven County Schools,66.30,C,57.10,3.00
Craven,2,22.50,50748,250328,Graham A Barden Elementary,Havelock,"200 Cedar Drive, Havelock, NC 28532",-76.9164538,34.8974367,Craven County Schools,67.40,B,71.40,2.00
Craven,2,22.50,50748,250380,Arthur W Edwards Elementary,Havelock,"200 Education Lane, Havelock, NC 28532",-76.9273043,34.9096726,Craven County Schools,53.80,C,60.10,2.00
Craven,2,22.50,50748,250378,W Jesse Gurganus Elementary,Havelock,"535 Hwy 70 W, Havelock, NC 28532",-76.9382278,34.9117753,Craven County Schools,38.90,B,80.30,1.00
Craven,2,22.50,50748,250368,Tucker Creek Middle,Havelock,"200 Sermons Boulevard, Havelock, NC 28532",-76.9389154,34.929364,Craven County Schools,47.40,B,69.10,2.00
Craven,2,22.50,50748,250312,Brinson Memorial Elementary,New Bern,"319 Neuse Forest Avenue, New Bern, NC 28560",-77.0171783,35.0680855,Craven County Schools,54.00,C,55.10,3.00
Craven,2,22.50,50748,250316,Creekside Elementary,New Bern,"2790 Landscape Drive, New Bern, NC 28562",-77.0214521,35.0272327,Craven County Schools,25.40,B,78.60,2.00
Craven,2,22.50,50748,250308,Bridgeton Elementary,New Bern,"230 Branch Canal Road, New Bern, NC 28560",-77.042144,35.1545883,Craven County Schools,69.60,C,48.00,3.00
Craven,2,22.50,50748,250348,J T Barber Elementary,New Bern,"1700 Cobb Street, New Bern, NC 28560",-77.0638683,35.1194548,Craven County Schools,87.60,D,27.70,4.00
Craven,2,22.50,50748,250360,Oaks Road Academy,New Bern,"2811 Oaks Road, New Bern, NC 28560",-77.0655386,35.1277177,Craven County Schools,80.60,D,32.60,4.00
Craven,2,22.50,50748,250324,Grover C Fields Middle,New Bern,"2000 M L King Jr Boulevard, New Bern, NC 28560",-77.0712982,35.1104447,Craven County Schools,45.10,C,59.00,3.00
Craven,2,22.50,50748,250364,Trent Park Elementary,New Bern,"2500 Educational Drive, New Bern, NC 28562",-77.080557,35.109824,Craven County Schools,74.90,C,49.20,3.00
Craven,2,22.50,50748,250304,Albert H Bangert Elementary,New Bern,"3712 Canterbury Road, New Bern, NC 28562",-77.08364,35.083429,Craven County Schools,57.70,B,75.10,2.00
Craven,2,22.50,50748,250332,H J MacDonald Middle,New Bern,"3127 Elizabeth Avenue, New Bern, NC 28562",-77.0977115,35.1173264,Craven County Schools,67.10,D,48.40,3.00
Craven,2,22.50,50748,250314,Craven Early College High,New Bern,"800 College Court, New Bern, NC 28562",-77.1022053,35.1103856,Craven County Schools,45.80,A,82.60,1.00
Craven,2,22.50,50748,250356,New Bern High,New Bern,"4200 Academic Drive, New Bern, NC 28562",-77.1156166,35.1004056,Craven County Schools,51.10,C,55.10,3.00
Craven,2,22.50,50748,250306,Ben D Quinn Elementary,New Bern,"4275 M L King Jr Boulevard, New Bern, NC 28562",-77.128472,35.0918956,Craven County Schools,54.10,C,60.70,2.00
Craven,2,22.50,50748,250372,West Craven High,Vanceboro,"2600 Streets Ferry Road, Vanceboro, NC 28586",-77.1383846,35.2376529,Craven County Schools,64.70,C,42.00,3.00
Craven,2,22.50,50748,250320,Vanceboro-Farm Life Elementary,Vanceboro,"2000 Farm Life Avenue, Vanceboro, NC 28586",-77.1465944,35.3070019,Craven County Schools,79.60,D,45.60,3.00
Craven,2,22.50,50748,250376,West Craven Middle,New Bern,"515 NW Craven Mid School Road, New Bern, NC 28562",-77.1508531,35.217075,Craven County Schools,72.90,D,38.70,4.00
Craven,2,22.50,50748,250350,James W Smith Elementary,Cove City,"150 Koonce Town Road, Cove City, NC 28523",-77.2881708,35.2512442,Craven County Schools,74.40,C,54.80,3.00
Cumberland,1,22.20,46779,260312,Beaver Dam Elementary,Roseboro,"12059 Hwy 210 S, Roseboro, NC 28382",-78.5807717,34.8944101,Cumberland County Schools,56.00,A,86.90,1.00
Cumberland,1,22.20,46779,260430,Stedman Elementary,Stedman,"7370 Clinton Road Hwy 24, Stedman, NC 28391",-78.6963311,35.0139891,Cumberland County Schools,46.00,B,75.00,2.00
Cumberland,1,22.20,46779,260356,District No 7 Elementary,Wade,"5721 Smithfield Road, Wade, NC 28395",-78.7055017,35.1496016,Cumberland County Schools,50.70,B,70.60,2.00
Cumberland,1,22.20,46779,260416,J W Seabrook Elementary,Fayetteville,"4619 NC Hwy 210 South, Fayetteville, NC 28301",-78.755282,34.9870218,Cumberland County Schools,68.00,C,62.60,2.00
Cumberland,1,22.20,46779,260332,Eastover-Central Elementary,Eastover,"5174 Dunn Road, Eastover, NC 28312",-78.7607352,35.1228961,Cumberland County Schools,39.90,B,76.90,2.00
Cumberland,1,22.20,46779,260325,Cape Fear High,Fayetteville,"4762 Clinton Road, Fayetteville, NC 28301",-78.7637348,35.0343853,Cumberland County Schools,50.60,B,62.60,2.00
Cumberland,1,22.20,46779,260383,Mac Williams Middle,Fayetteville,"4644 Clinton Road, Fayetteville, NC 28312",-78.7663051,35.0346247,Cumberland County Schools,57.30,C,57.50,3.00
Cumberland,1,22.20,46779,260306,Armstrong Elementary,Eastover,"3395 Dunn Road, Eastover, NC 28312",-78.791366,35.0915139,Cumberland County Schools,49.50,B,68.90,2.00
Cumberland,1,22.20,46779,260440,Sunnyside Elementary,Fayetteville,"3876 Sunnyside School Road, Fayetteville, NC 28312",-78.796946,35.028197,Cumberland County Schools,73.10,D,37.20,4.00
Cumberland,1,22.20,46779,260406,Pine Forest Middle,Fayetteville,"6901 Ramsey Street, Fayetteville, NC 28311",-78.857401,35.1800899,Cumberland County Schools,52.00,C,60.50,2.00
Cumberland,1,22.20,46779,260364,Alderman Road Elementary,Fayetteville,"2860 Alderman Road, Fayetteville, NC 28306",-78.860293,34.8952244,Cumberland County Schools,55.80,C,55.70,3.00
Cumberland,1,22.20,46779,260380,Long Hill Elementary,Fayetteville,"6490 Ramsey Street, Fayetteville, NC 28311",-78.86515,35.162418,Cumberland County Schools,47.80,B,70.60,2.00
Cumberland,1,22.20,46779,260375,Grays Creek Elementary,Hope Mills,"2964 School Rd, Hope Mills, NC 28348",-78.8670156,34.8902277,Cumberland County Schools,50.90,B,66.70,2.00
Cumberland,1,22.20,46779,260405,Walker-Spivey Elementary,Fayetteville,"500 Fisher Street, Fayetteville, NC 28301",-78.8726764,35.0390699,Cumberland County Schools,91.40,D,43.20,3.00
Cumberland,1,22.20,46779,260444,Teresa C Berrien Elementary,Fayetteville,"800 North Street, Fayetteville, NC 28301",-78.8745401,35.0653695,Cumberland County Schools,90.20,F,25.40,4.00
Cumberland,1,22.20,46779,260411,Reid Ross Classical High,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,63.50,B,64.50,2.00
Cumberland,1,22.20,46779,260419,Reid Ross Classical Middle,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,77.30,D,49.20,3.00
Cumberland,1,22.20,46779,260358,Luther Nick Jeralds Middle,Fayetteville,"2517 Ramsey Street, Fayetteville, NC 28301",-78.8788675,35.0928179,Cumberland County Schools,82.90,D,39.00,4.00
Cumberland,1,22.20,46779,26C000,The Capitol Encore Academy,Fayetteville,"126 Hay Street, Fayetteville, NC 28301",-78.8790444,35.0534229,Charter Schools,59.10,D,46.80,3.00
Cumberland,1,22.20,46779,260382,Lucile Souders Elementary,Fayetteville,"128 Hillview Avenue, Fayetteville, NC 28301",-78.88187,35.099218,Cumberland County Schools,75.80,C,51.40,3.00
Cumberland,1,22.20,46779,260408,Pine Forest High,Fayetteville,"525 Andrews Road, Fayetteville, NC 28311",-78.8869153,35.1545967,Cumberland County Schools,59.50,B,60.20,2.00
Cumberland,1,22.20,46779,260366,Howard L Hall Elementary,Fayetteville,"526 Andrews Road, Fayetteville, NC 28311",-78.887306,35.157285,Cumberland County Schools,48.00,C,65.20,2.00
Cumberland,1,22.20,46779,260354,Cross Creek Early College,Fayetteville,"1200 Murchison Road, Fayetteville, NC 28301",-78.8925902,35.0756898,Cumberland County Schools,61.40,A,>95,1.00
Cumberland,1,22.20,46779,260388,Massey Hill Classical High,Fayetteville,"1062 Southern Avenue, Fayetteville, NC 28306",-78.8949183,35.0311393,Cumberland County Schools,34.60,B,73.80,2.00
Cumberland,1,22.20,46779,260347,Cumberland International Early College,Fayetteville,"1200 Murchison Rd, J Knuckles Science Annex, Fayetteville, NC 28303",-78.8952089,35.0733686,Cumberland County Schools,53.10,A,86.80,1.00
Cumberland,1,22.20,46779,260359,E E Smith High,Fayetteville,"1800 Seabrook Road, Fayetteville, NC 28301",-78.8957584,35.0847821,Cumberland County Schools,64.90,C,46.00,3.00
Cumberland,1,22.20,46779,260340,College Lakes Elementary,Fayetteville,"4963 Rosehill Road, Fayetteville, NC 28311",-78.8992069,35.1279792,Cumberland County Schools,67.90,C,57.70,3.00
Cumberland,1,22.20,46779,260361,Ferguson-Easley Elementary,Fayetteville,"1857 Seabrook Road, Fayetteville, NC 28301",-78.8992413,35.0849912,Cumberland County Schools,90.00,D,35.80,4.00
Cumberland,1,22.20,46779,260362,Grays Creek Middle,Hope Mills,"5151 Celebration Drive, Hope Mills, NC 28348",-78.9007986,34.9204068,Cumberland County Schools,50.70,C,57.40,3.00
Cumberland,1,22.20,46779,260386,Margaret Willis Elementary,Fayetteville,"1412 Belvedere Avenue, Fayetteville, NC 28305",-78.904391,35.071097,Cumberland County Schools,81.50,D,39.20,4.00
Cumberland,1,22.20,46779,260357,Grays Creek High,Hope Mills,"5301 Celebration Drive, Hope Mills, NC 28348",-78.9046424,34.9215266,Cumberland County Schools,45.00,C,58.00,3.00
Cumberland,1,22.20,46779,260308,Ashley Elementary,Fayetteville,"810 Trainer Drive, Fayetteville, NC 28304",-78.9069875,35.0386325,Cumberland County Schools,59.00,C,48.30,3.00
Cumberland,1,22.20,46779,260450,Warrenwood Elementary,Fayetteville,"4618 Rosehill Road, Fayetteville, NC 28311",-78.909154,35.1206203,Cumberland County Schools,77.80,C,48.30,3.00
Cumberland,1,22.20,46779,260352,Cumberland Road Elementary,Fayetteville,"2700 Cumberland Road, Fayetteville, NC 28306",-78.910729,35.021512,Cumberland County Schools,78.70,C,47.70,3.00
Cumberland,1,22.20,46779,260452,Westarea Elementary,Fayetteville,"941 Country Club Drive, Fayetteville, NC 28301",-78.912423,35.0979749,Cumberland County Schools,80.80,D,40.60,3.00
Cumberland,1,22.20,46779,260373,Gallberry Farm Elementary,Hope Mills,"8019 Byerly Drive, Hope Mills, NC 28348",-78.9150954,34.9203399,Cumberland County Schools,55.90,C,61.20,2.00
Cumberland,1,22.20,46779,260446,Terry Sanford High,Fayetteville,"2301 Fort Bragg Road, Fayetteville, NC 28303",-78.9151218,35.0649076,Cumberland County Schools,55.30,C,44.50,3.00
Cumberland,1,22.20,46779,260326,Elizabeth M Cashwell Elementary,Fayetteville,"2970 Legion Road, Fayetteville, NC 28306",-78.9153429,35.006963,Cumberland County Schools,79.40,C,57.20,3.00
Cumberland,1,22.20,46779,260365,R Max Abbott Middle,Fayetteville,"590 Winding Creek Road, Fayetteville, NC 28305",-78.9236087,35.0512457,Cumberland County Schools,57.80,C,54.50,3.00
Cumberland,1,22.20,46779,260700,Cumberland Polytechnic,Fayetteville,"2201 Hull Rd, Fayetteville, NC 28303",-78.9258784,35.0666422,Cumberland County Schools,51.00,A,>95,1.00
Cumberland,1,22.20,46779,260448,Vanstory Hills Elementary,Fayetteville,"400 Foxhall Road, Fayetteville, NC 28303",-78.9268815,35.0569383,Cumberland County Schools,45.20,B,70.00,2.00
Cumberland,1,22.20,46779,260427,South View High,Hope Mills,"4184 Elk Road, Hope Mills, NC 28348",-78.9280286,34.9787173,Cumberland County Schools,64.90,B,53.00,3.00
Cumberland,1,22.20,46779,260425,South View Middle,Hope Mills,"4100 Elk Road, Hope Mills, NC 28348",-78.9299734,34.9807669,Cumberland County Schools,60.30,D,40.40,3.00
Cumberland,1,22.20,46779,260370,Ed V Baldwin Elementary,Hope Mills,"4441 Legion Road, Hope Mills, NC 28348",-78.9336749,34.978952,Cumberland County Schools,56.90,D,44.70,3.00
Cumberland,1,22.20,46779,260368,Hope Mills Middle,Hope Mills,"4975 Cameron Road, Hope Mills, NC 28348",-78.9399003,34.9655563,Cumberland County Schools,55.10,D,47.40,3.00
Cumberland,1,22.20,46779,260396,Mary McArthur Elementary,Fayetteville,"3809 Village Drive, Fayetteville, NC 28304",-78.940757,35.0251178,Cumberland County Schools,72.10,D,41.90,3.00
Cumberland,1,22.20,46779,260371,Ireland Drive Middle,Fayetteville,"1606 Ireland Drive, Fayetteville, NC 28304",-78.947474,35.0347441,Cumberland County Schools,71.30,C,45.10,3.00
Cumberland,1,22.20,46779,260321,Douglas Byrd Middle,Fayetteville,"1616 Ireland Drive, Fayetteville, NC 28304",-78.948283,35.034917,Cumberland County Schools,75.60,D,34.20,4.00
Cumberland,1,22.20,46779,260322,Douglas Byrd High,Fayetteville,"1624 Ireland Drive, Fayetteville, NC 28304",-78.950225,35.032099,Cumberland County Schools,71.40,D,29.10,4.00
Cumberland,1,22.20,46779,260404,William H Owen Elementary,Fayetteville,"4533 Raeford Road, Fayetteville, NC 28304",-78.9541728,35.0420546,Cumberland County Schools,72.00,D,46.70,3.00
Cumberland,1,22.20,46779,260415,Rockfish Elementary,Hope Mills,"5763 Rockfish Road, Hope Mills, NC 28348",-78.9568111,34.9715905,Cumberland County Schools,53.70,B,69.20,2.00
Cumberland,1,22.20,46779,260344,J W Coon Elementary,Fayetteville,"905 Hope Mills Road, Fayetteville, NC 28304",-78.9596696,35.0324635,Cumberland County Schools,67.60,C,50.60,3.00
Cumberland,1,22.20,46779,260400,Montclair Elementary,Fayetteville,"555 Glensford Drive, Fayetteville, NC 28314",-78.960719,35.055219,Cumberland County Schools,71.50,C,47.50,3.00
Cumberland,1,22.20,46779,260426,Sherwood Park Elementary,Fayetteville,"2115 Hope Mills Road, Fayetteville, NC 28304",-78.9623206,35.0179162,Cumberland County Schools,74.10,D,38.30,4.00
Cumberland,1,22.20,46779,260459,William T Brown Elementary,Spring Lake,"2522 Andrews Church Road, Spring Lake, NC 28390",-78.9651483,35.1600231,Cumberland County Schools,69.10,C,57.50,3.00
Cumberland,1,22.20,46779,260428,Spring Lake Middle,Spring Lake,"612 Spring Avenue, Spring Lake, NC 28390",-78.965325,35.168865,Cumberland County Schools,72.70,D,37.60,4.00
Cumberland,1,22.20,46779,260402,Manchester Elementary,Spring Lake,"611 Spring Avenue, Spring Lake, NC 28390",-78.9669597,35.1706698,Cumberland County Schools,73.20,D,42.70,3.00
Cumberland,1,22.20,46779,260348,Cumberland Mills Elementary,Fayetteville,"2576 Hope Mills Road, Fayetteville, NC 28306",-78.969242,35.002474,Cumberland County Schools,62.80,C,53.50,3.00
Cumberland,1,22.20,46779,260316,Lillian Black Elementary,Spring Lake,"125 S 3rd Street, Spring Lake, NC 28390",-78.9715054,35.1673597,Cumberland County Schools,75.30,C,44.70,3.00
Cumberland,1,22.20,46779,260336,Anne Chesnutt Middle,Fayetteville,"2121 Skibo Road, Fayetteville, NC 28314",-78.9734273,35.0503665,Cumberland County Schools,63.10,D,39.20,4.00
Cumberland,1,22.20,46779,260372,Lewis Chapel Middle,Fayetteville,"2150 Skibo Road, Fayetteville, NC 28314",-78.97641,35.0485426,Cumberland County Schools,74.40,D,36.10,4.00
Cumberland,1,22.20,46779,260342,C Wayne Collier Elementary,Hope Mills,"3522 Sturbridge Drive, Hope Mills, NC 28348",-78.9828536,34.9767886,Cumberland County Schools,54.20,C,52.60,3.00
Cumberland,1,22.20,46779,260320,Brentwood Elementary,Fayetteville,"1115 Bingham Drive, Fayetteville, NC 28304",-78.9834365,35.0381295,Cumberland County Schools,77.70,C,56.60,3.00
Cumberland,1,22.20,46779,260401,Morganton Road Elementary,Fayetteville,"102 Bonanza Drive, Fayetteville, NC 28303",-78.9872365,35.0796853,Cumberland County Schools,66.80,D,44.50,3.00
Cumberland,1,22.20,46779,260410,Ponderosa Elementary,Fayetteville,"311 Bonanza Drive, Fayetteville, NC 28303",-78.987392,35.0869317,Cumberland County Schools,64.00,C,43.90,3.00
Cumberland,1,22.20,46779,260369,John R Griffin Middle,Fayetteville,"5551 Fisher Road, Fayetteville, NC 28304",-78.9892197,35.0000883,Cumberland County Schools,38.30,B,70.80,2.00
Cumberland,1,22.20,46779,260455,Westover High,Fayetteville,"277 Bonanza Drive, Fayetteville, NC 28303",-78.9908479,35.0832861,Cumberland County Schools,66.90,C,40.90,3.00
Cumberland,1,22.20,46779,260454,Westover Middle,Fayetteville,"275 Bonanza Drive, Fayetteville, NC 28303",-78.99157,35.084335,Cumberland County Schools,72.60,C,45.00,3.00
Cumberland,1,22.20,46779,260397,E Melvin Honeycutt Elementary,Fayetteville,"4665 Lakewood Drive, Fayetteville, NC 28306",-78.992824,35.0010251,Cumberland County Schools,45.40,C,67.00,2.00
Cumberland,1,22.20,46779,260338,Cliffdale Elementary,Fayetteville,"6450 Cliffdale Road, Fayetteville, NC 28304",-78.9950832,35.0590604,Cumberland County Schools,75.20,C,48.00,3.00
Cumberland,1,22.20,46779,260424,Seventy-First High,Fayetteville,"6764 Raeford Road, Fayetteville, NC 28304",-79.0054624,35.039371,Cumberland County Schools,71.70,C,40.30,3.00
Cumberland,1,22.20,46779,260414,Benjamin J Martin Elementary,Fayetteville,"430 N Reilly Road, Fayetteville, NC 28303",-79.0094964,35.0929339,Cumberland County Schools,68.80,D,47.70,3.00
Cumberland,1,22.20,46779,260418,Seventy-First Classical Middle,Fayetteville,"6830 Raeford Road, Fayetteville, NC 28304",-79.009574,35.038293,Cumberland County Schools,49.80,B,74.30,2.00
Cumberland,1,22.20,46779,260310,Loyd E Auman Elementary,Fayetteville,"6882 Raeford Road, Fayetteville, NC 28304",-79.0110444,35.0380906,Cumberland County Schools,65.50,D,40.70,3.00
Cumberland,1,22.20,46779,260318,Jack Britt High,Fayetteville,"7403 Rockfish Road, Fayetteville, NC 28306",-79.0113511,34.977416,Cumberland County Schools,35.90,B,65.10,2.00
Cumberland,1,22.20,46779,260434,Stoney Point Elementary,Fayetteville,"7411 Rockfish Road, Fayetteville, NC 28306",-79.0147956,34.9795164,Cumberland County Schools,30.60,B,72.90,2.00
Cumberland,1,22.20,46779,260417,New Century International Middle,Fayetteville,"7455 Century Circle, Fayetteville, NC 28306",-79.0391682,35.0106519,Cumberland County Schools,54.90,B,63.10,2.00
Cumberland,1,22.20,46779,260403,New Century International Elementary,Fayetteville,"7465 Century Circle, Fayetteville, NC 28306",-79.0436118,35.0120519,Cumberland County Schools,51.60,B,67.10,2.00
Cumberland,1,22.20,46779,260398,E E Miller Elementary,Fayetteville,"1361 Rim Road, Fayetteville, NC 28314",-79.044405,35.054182,Cumberland County Schools,54.70,B,62.20,2.00
Cumberland,1,22.20,46779,260367,Bill Hefner Elementary,Fayetteville,"7059 Calamar Drive, Fayetteville, NC 28314",-79.0451721,35.0684905,Cumberland County Schools,62.00,C,46.50,3.00
Cumberland,1,22.20,46779,26B000,Alpha Academy,Fayetteville,"8030 Raeford Road, Fayetteville, NC 28304",-79.066933,35.0340488,Charter Schools,49.30,B,66.90,2.00
Cumberland,1,22.20,46779,260407,Lake Rim Elementary,Fayetteville,"1455 Hoke Loop Road, Fayetteville, NC 28314",-79.0765981,35.0494197,Cumberland County Schools,50.00,D,45.80,3.00
Currituck,3,12.40,64426,27A000,Water's Edge Village School,Corolla,"1126 Schoolhouse Lane, Corolla, NC 27927",-75.832048,36.3782629,Charter Schools,<5,B,81.50,1.00
Currituck,3,12.40,64426,270309,Jarvisburg Elementary,Jarvisburg,"110 Jarvisburg Rd, Jarvisburg, NC 27947",-75.856585,36.199125,Currituck County Schools,49.10,C,64.70,2.00
Currituck,3,12.40,64426,270320,W T Griggs Elementary,Poplar Branch,"261 Poplar Branch Road, Poplar Branch, NC 27965",-75.8914829,36.280245,Currituck County Schools,47.80,C,61.40,2.00
Currituck,3,12.40,64426,270312,Knotts Island Elementary,Knotts Island,"413 Woodleigh Road, Knotts Island, NC 27950",-75.9191392,36.5126916,Currituck County Schools,34.60,B,71.20,2.00
Currituck,3,12.40,64426,270308,Currituck County Middle,Barco,"4263 Caratoke Hwy, Barco, NC 27917",-75.959602,36.378103,Currituck County Schools,36.30,C,51.00,3.00
Currituck,3,12.40,64426,270306,Currituck County High,Barco,"4203 Caratoke Hwy, Barco, NC 27917",-75.9679957,36.372479,Currituck County Schools,24.30,C,52.10,3.00
Currituck,3,12.40,64426,270304,Central Elementary,Barco,"504 Shortcut Road, Barco, NC 27917",-76.0091482,36.3895735,Currituck County Schools,45.40,C,59.70,3.00
Currituck,3,12.40,64426,270311,The JP Knapp ECH (i)School,Currituck,"2966 Caratoke Hwy, Currituck, NC 27929",-76.0152197,36.4448126,Currituck County Schools,18.50,A,93.40,1.00
Currituck,3,12.40,64426,270310,Shawboro Elementary School,Shawboro,"370 Shawboro Road, Shawboro, NC 27973",-76.086962,36.437194,Currituck County Schools,33.80,C,62.00,2.00
Currituck,3,12.40,64426,270318,Moyock Middle,Moyock,"216 Survey Road, Moyock, NC 27958",-76.156626,36.501651,Currituck County Schools,26.50,B,62.20,2.00
Currituck,3,12.40,64426,270316,Moyock Elementary,Moyock,"255 Tulls Creek Road, Moyock, NC 27958",-76.1736643,36.5245198,Currituck County Schools,17.80,B,68.70,2.00
Dare,2,12.90,64768,280302,Cape Hatteras Elementary School,Buxton,"47500 Middle Ridge, Buxton, NC 27920",-75.550493,35.258813,Dare County Schools,65.70,B,70.10,2.00
Dare,2,12.90,64768,280304,Cape Hatteras Secondary School,Buxton,"48576 Highway 12, Buxton, NC 27920",-75.55224,35.2656064,Dare County Schools,49.40,B,65.10,2.00
Dare,2,12.90,64768,280310,Nags Head Elementary School,Nags Head,"3100 S Wrightsville Avenue, Nags Head, NC 27959",-75.6386799,35.976068,Dare County Schools,42.20,B,75.70,2.00
Dare,2,12.90,64768,280324,First Flight Elementary School,Kill Devil Hills,"107 Veterans Drive, Kill Devil Hills, NC 27948",-75.665397,36.0061833,Dare County Schools,42.50,B,76.50,2.00
Dare,2,12.90,64768,280330,First Flight High School,Kill Devil Hills,"100 Veterans Drive, Kill Devil Hills, NC 27948",-75.666368,36.0092209,Dare County Schools,21.00,B,66.40,2.00
Dare,2,12.90,64768,280328,First Flight Middle School,Kill Devil Hills,"109 Veterans Drive, Kill Devil Hills, NC 27948",-75.6674469,36.0052178,Dare County Schools,29.20,C,65.90,2.00
Dare,2,12.90,64768,280312,Manteo Elementary School,Manteo,"701 N Hwy 64/264, Manteo, NC 27954",-75.6750822,35.9113163,Dare County Schools,52.40,C,58.40,3.00
Dare,2,12.90,64768,280316,Manteo High School,Manteo,"829 Wingina Avenue, Manteo, NC 27954",-75.6751329,35.9142416,Dare County Schools,34.10,B,71.30,2.00
Dare,2,12.90,64768,280320,Manteo Middle School,Manteo,"1000 N Hwy 64, Manteo, NC 27954",-75.680876,35.9202705,Dare County Schools,47.30,B,61.40,2.00
Dare,2,12.90,64768,280308,Kitty Hawk Elementary School,Kitty Hawk,"16 Dogwood Trail, Kitty Hawk, NC 27949",-75.732743,36.097708,Dare County Schools,18.10,B,81.10,1.00
Davidson,2,20.00,47758,29A000,Davidson Charter Academy CFA,Lexington," 500 Biesecker Rd, Lexington, NC 27295",aaUnknown,aaUnknown,Charter Schools,22.70,D,42.30,3.00
Davidson,2,20.00,47758,292318,Thomasville Primary,Thomasville,"915 E Sunrise Avenue, Thomasville, NC 27360",-80.0599535,35.8762035,Thomasville City Schools,63.60,C,50.80,3.00
Davidson,2,20.00,47758,292316,Liberty Drive Elementary,Thomasville,"401 Liberty Drive, Thomasville, NC 27360",-80.064539,35.878658,Thomasville City Schools,60.20,D,29.80,4.00
Davidson,2,20.00,47758,292324,Thomasville High,Thomasville,"410 Unity Street, Thomasville, NC 27360",-80.075723,35.900516,Thomasville City Schools,45.00,C,42.90,3.00
Davidson,2,20.00,47758,290328,Fair Grove Elementary,Thomasville,"217 Cedar Lodge Road, Thomasville, NC 27360",-80.078673,35.8476484,Davidson County Schools,48.30,D,50.20,3.00
Davidson,2,20.00,47758,292320,Thomasville Middle,Thomasville,"400 Unity Street, Thomasville, NC 27360",-80.0787454,35.8994555,Thomasville City Schools,56.70,D,37.30,4.00
Davidson,2,20.00,47758,290332,Hasty Elementary,Thomasville,"325 Hasty School Road, Thomasville, NC 27360",-80.0813282,35.9223857,Davidson County Schools,64.40,B,64.60,2.00
Davidson,2,20.00,47758,290302,Brier Creek Elementary,Thomasville,"175 Watford Road, Thomasville, NC 27360",-80.087284,35.798359,Davidson County Schools,63.40,B,69.60,2.00
Davidson,2,20.00,47758,290364,Silver Valley Elementary,Lexington,"11161 East Old Hwy 64, Lexington, NC 27292",-80.1005543,35.732407,Davidson County Schools,71.50,C,51.60,3.00
Davidson,2,20.00,47758,290324,East Davidson High,Thomasville,"1408 Lake Road, Thomasville, NC 27360",-80.102208,35.850511,Davidson County Schools,35.70,B,61.90,2.00
Davidson,2,20.00,47758,290367,South Davidson Middle,Denton,"14954 NC Hwy 109 South, Denton, NC 27239",-80.1033943,35.673509,Davidson County Schools,57.70,C,52.80,3.00
Davidson,2,20.00,47758,290365,South Davidson High,Denton,"14956 South NC Hwy 109, Denton, NC 27239",-80.104271,35.672924,Davidson County Schools,46.90,C,39.70,4.00
Davidson,2,20.00,47758,290322,E Lawson Brown Middle,Thomasville,"1140 Kendall Mill Road, Thomasville, NC 27360",-80.1045539,35.848914,Davidson County Schools,52.00,C,56.60,3.00
Davidson,2,20.00,47758,290320,Denton Elementary,Denton,"305 W Salisbury Street, Denton, NC 27239",-80.1193913,35.6324092,Davidson County Schools,56.30,C,58.20,3.00
Davidson,2,20.00,47758,290334,Ledford Middle,Thomasville,"3954 N NC Hwy 109, Thomasville, NC 27360",-80.119688,35.947862,Davidson County Schools,37.30,B,66.10,2.00
Davidson,2,20.00,47758,290336,Ledford Senior High,Thomasville,"140 Jesse Green Road, Thomasville, NC 27360",-80.133561,35.96214,Davidson County Schools,33.10,B,60.60,2.00
Davidson,2,20.00,47758,290352,Pilot Elementary,Thomasville,"145 Pilot School Road, Thomasville, NC 27360",-80.133931,35.878923,Davidson County Schools,53.80,C,51.10,3.00
Davidson,2,20.00,47758,290333,Friendship Elementary,Winston-Salem,"1490 Friendship-Ledford Road, Winston-Salem, NC 27107",-80.139914,35.960169,Davidson County Schools,32.30,B,73.20,2.00
Davidson,2,20.00,47758,290380,Wallburg Elementary,Winston-Salem,"205 Motsinger Road, Winston-Salem, NC 27107",-80.1418536,36.0088306,Davidson County Schools,32.30,B,74.30,2.00
Davidson,2,20.00,47758,290349,Oak Grove High,Winston-Salem,"3507 Midway School Rd, Winston-Salem, NC 27107",-80.1630924,35.9435812,Davidson County Schools,27.20,B,65.80,2.00
