id,code,name,city,full_address,long,lat,district,county,SPgrade,EOG_18_19,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
640,10353,Hawfields Middle,Mebane,"1951 S NC 119, Mebane, NC 27302",-79.2972038,36.0614763,Alamance-Burlington Schools,Alamance,B,68.5,2,53.5,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
641,111360,Vance Elementary,Asheville,"98 Sulphur Springs Road, Asheville, NC 28806",-82.6009797,35.5772152,Asheville City Schools,Buncombe,B,68.5,2,44.2,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
642,200312,Hiwassee Dam Elementary/Middle,Murphy,"337 Blue Eagle Circle, Murphy, NC 28906",-84.225606,35.102511,Cherokee County Schools,Cherokee,C,68.5,2,26.1,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
643,900348,Piedmont High,Monroe,"3006 Sikes Mill Road, Monroe, NC 28110",-80.4916131,35.0952497,Union County Public Schools,Union,B,68.5,2,19.5,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
644,140308,Collettsville School,Collettsville,"4690 Collettsville School Rd, Collettsville, NC 28611",-81.671332,35.928724,Caldwell County Schools,Caldwell,B,68.4,2,62.2,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
645,60304,Banner Elk Elementary,Banner Elk,"155 Orchard Lane, Banner Elk, NC 28604",-81.8572987,36.1488516,Avery County Schools,Avery,B,68.4,2,52.5,4.1,0,0.7,45.9,16.5,15.4,10.9,2,24.4,41701
646,110304,Reynolds High,Asheville,"1 Rocket Drive, Asheville, NC 28803",-82.477241,35.545811,Buncombe County Schools,Buncombe,B,68.4,2,37.2,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
647,710342,Topsail High,Hampstead,"245 St. Johns Church Road, Hampstead, NC 28443",-77.681496,34.3954802,Pender County Schools,Pender,B,68.4,2,29,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
648,51A000,Neuse Charter School,Smithfield,"909 Booker Dairy Rd, Smithfield, NC 27577",-78.3212911,35.5338705,Charter Schools,Johnston,C,68.4,2,19.7,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
649,60G000,Queen's Grant Community School,Mint Hill,"6400 Matthews Mint Hill Road, Mint Hill, NC 28227",-80.6639448,35.1655762,Charter Schools,Mecklenburg,B,68.4,2,15.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
650,980384,Springfield Middle,Lucama,"5551 Wiggins Mill Rd, Lucama, NC 27851",-78.030454,35.675838,Wilson County Schools,Wilson,C,68.4,2,14.5,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
651,230352,Kings Mountain Middle,Kings Mountain,"1000 Phifer Road, Kings Mountain, NC 28086",-81.374054,35.2304594,Cleveland County Schools,Cleveland,B,68.3,2,54.9,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
652,180304,Balls Creek Elementary,Newton,"2620 Balls Creek Road, Newton, NC 28658",-81.127421,35.630981,Catawba County Schools,Catawba,B,68.3,2,49.7,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
653,180380,Startown Elementary,Newton,"4119 Startown Road, Newton, NC 28658",-81.2694745,35.6385721,Catawba County Schools,Catawba,B,68.3,2,46.3,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
654,110336,Owen High,Black Mountain,"99 Lake Eden Road, Black Mountain, NC 28711",-82.3734121,35.6189247,Buncombe County Schools,Buncombe,B,68.3,2,43.2,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
655,180340,Fred T Foard High,Newton,"3407 Plateau Road, Newton, NC 28658",-81.3709299,35.6175845,Catawba County Schools,Catawba,B,68.3,2,35.8,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
656,880308,Brevard High,Brevard,"609 N. Country Club Rd, Brevard, NC 28712",-82.7349386,35.2172551,Transylvania County Schools,Transylvania,B,68.3,2,35.2,2.6,0,0.7,13,11.5,9.7,8.7,2,21.3,51398
657,600411,Highland Creek Elementary,Charlotte,"7242 Highland Creek Pkwy, Charlotte, NC 28269",-80.763753,35.378176,Charlotte-Mecklenburg Schools,Mecklenburg,B,68.3,2,30.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
658,70308,Bath Elementary,Bath,"110 S King Street, Bath, NC 27808",-76.8111894,35.4751685,Beaufort County Schools,Beaufort,C,68.3,2,27.7,5,0,1.8,29.2,11.8,12,33.8,1,26.2,46411
659,920607,West Lake Middle,Apex,"4600 West Lake Rd, Apex, NC 27539",-78.7606604,35.6602559,Wake County Schools,Wake,C,68.3,2,24,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
660,12A000,New Dimensions,Morganton,"550 Lenoir Road, Morganton, NC 28655",-81.6875629,35.7724786,Charter Schools,Burke,B,68.3,2,20,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
661,50335,Westwood Elementary,West Jefferson,"4083 US Hwy 221S, West Jefferson, NC 28694",-81.4894697,36.3767529,Ashe County Schools,Ashe,B,68.2,2,60.5,5.2,0,1.1,12.3,12.5,5.5,7.1,2,23.3,41864
662,850314,Mount Olive Elementary,King,"2145 Chestnut Grove Road, King, NC 27021",-80.3732606,36.3194642,Stokes County Schools,Stokes,B,68.2,2,41.6,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
663,491306,Mooresville Intermediate,Mooresville,"1438 Coddle Creek Hwy, Mooresville, NC 28115",-80.7832667,35.5532419,Mooresville City Schools,Iredell,B,68.2,2,37.1,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
664,920388,Daniels Middle,Raleigh,"2816 Oberlin Rd, Raleigh, NC 27608",-78.6568108,35.8131213,Wake County Schools,Wake,B,68.2,2,31.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
665,490337,Lakeshore Elementary,Mooresville,"252 Lakeshore School Road, Mooresville, NC 28117",-80.8867743,35.6078912,Iredell-Statesville Schools,Iredell,B,68.2,2,15.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
666,820350,Midway Elementary,Dunn,"15375 Spiveys Corner Highway, Dunn, NC 28334",-78.479435,35.175238,Sampson County Schools,Sampson,C,68.1,2,58.3,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
667,760376,Trinity Elementary,Trinity,"5457 Braxton Craven Rd, Trinity, NC 27370",-79.984278,35.893227,Randolph County Schools,Randolph,B,68,2,60,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
668,120334,Heritage Middle,Valdese,"1951 Enon Road, Valdese, NC 28690",-81.578762,35.759194,Burke County Schools,Burke,B,68,2,50.4,2.7,0,0.9,23.2,17,12.5,17.6,2,19.9,44946
669,491312,Mooresville High School,Mooresville,"659 E Center Ave, Mooresville, NC 28115",-80.8019147,35.5779181,Mooresville City Schools,Iredell,B,68,2,29.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
670,340556,West Forsyth High,Clemmons,"1735 Lewisville-Clemmons, Clemmons, NC 27012",-80.384752,36.063327,Forsyth County Schools,Forsyth,B,68,2,24.5,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
671,140372,Lower Creek Elementary,Lenoir,"630 Lower Creek Drive NE, Lenoir, NC 28645",-81.5116073,35.9225603,Caldwell County Schools,Caldwell,B,67.9,2,43.9,2.8,7.1,0.5,19.1,17.2,7.6,11.9,1,20.3,43328
672,490318,Coddle Creek Elementary,Mooresville,"141 Frank's Crossing Loop, Mooresville, NC 28115",-80.8123799,35.5176781,Iredell-Statesville Schools,Iredell,B,67.9,2,22,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
673,860332,Mountain Park Elementary,State Road,"505 Mountain Park Rd, State Road, NC 28676",-80.851987,36.373437,Surry County Schools,Surry,B,67.8,2,74.7,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
674,340472,Old Richmond Elementary,Tobaccoville,"6315 Tobaccoville Road, Tobaccoville, NC 27050",-80.3896089,36.2061629,Forsyth County Schools,Forsyth,B,67.8,2,51.3,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
675,320354,Morehead Montessori,Durham,"909 Cobb Street, Durham, NC 27707",-78.913759,35.988199,Durham Public Schools,Durham,B,67.8,2,36.5,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
676,900384,Western Union Elementary,Waxhaw,"4111 Western Union Sch Rd, Waxhaw, NC 28173",-80.6909208,34.9252772,Union County Public Schools,Union,B,67.8,2,35,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
677,550349,Pumpkin Center Intermediate,Lincolnton,"3980 King Wilkinson Road, Lincolnton, NC 28092",-81.1353201,35.5176518,Lincoln County Schools,Lincoln,B,67.7,2,36,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
678,920445,Heritage High,Wake Forest,"1150 Forestville Road, Wake Forest, NC 27587",-78.511002,35.9401439,Wake County Schools,Wake,B,67.7,2,18.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
679,230328,Crest Middle,Shelby,"315 Beaverdam Church Rd, Shelby, NC 28150",-81.618871,35.276274,Cleveland County Schools,Cleveland,B,67.6,2,54.2,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
680,350340,Youngsville Elementary,Youngsville,"125 US I-A, Youngsville, NC 27596",-78.4833317,36.0224321,Franklin County Schools,Franklin,B,67.6,2,45.2,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
681,650323,Edwin A Anderson Elementary,Wilmington,"455 Halyburton Memorial Parkwa, Wilmington, NC 28412",-77.9143353,34.0981813,New Hanover County Schools,New Hanover,B,67.6,2,44.2,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
682,290316,Davis-Townsend Elementary,Lexington,"975 Heath Church Road, Lexington, NC 27292",-80.163822,35.809032,Davidson County Schools,Davidson,B,67.6,2,42.7,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
683,810388,Rutherfordton Elementary School,Rutherfordton,"201 Bob Hardin Road, Rutherfordton, NC 28139",-81.9730629,35.3345895,Rutherford County Schools,Rutherford,B,67.6,2,41.9,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
684,320347,George Watts Elementary,Durham,"700 Watts Street, Durham, NC 27701",-78.9107013,36.0080068,Durham Public Schools,Durham,B,67.6,2,35.8,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
685,81B000,Lake Lure Classical Academy,Lake Lure,"1058 Island Creek Rd., Lake Lure, NC 28746",-82.1931355,35.4083003,Charter Schools,Rutherford,B,67.6,2,20.8,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
686,160308,Beaufort Elementary,Beaufort,"110 Carraway Drive, Beaufort, NC 28516",-76.6469568,34.7296582,Carteret County Public Schools,Carteret,B,67.5,2,71.3,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
687,920626,Yates Mill Elementary,Raleigh,"5993 Yates Mill Pond Road, Raleigh, NC 27606",-78.7289329,35.7376358,Wake County Schools,Wake,C,67.5,2,50.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
688,600588,Winget Park Elementary,Charlotte,"12235 Winget Rd, Charlotte, NC 28278",-81.0004442,35.1307437,Charlotte-Mecklenburg Schools,Mecklenburg,B,67.5,2,35.2,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
689,10328,Edwin M Holt Elementary,Burlington,"4751 S NC 62, Burlington, NC 27215",-79.4888609,36.020872,Alamance-Burlington Schools,Alamance,B,67.5,2,32.2,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
690,320313,Easley Elementary,Durham,"302 Lebanon Circle, Durham, NC 27712",-78.9267911,36.0756509,Durham Public Schools,Durham,B,67.5,2,29.1,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
691,150310,Camden Intermediate,Camden,"123 Noblitt Drive, Camden, NC 27921",-76.18297,36.33174,Camden County Schools,Camden,C,67.5,2,21.3,3.2,0,0.9,11.9,12.6,9.2,18.4,2,9,65955
692,88A000,Brevard Academy,Pisgah Forest,"1110 Hendersonville Highway, Pisgah Forest, NC 28768",-82.6854276,35.2692904,Charter Schools,Transylvania,B,67.5,2,20.9,2.6,0,0.7,13,11.5,9.7,8.7,2,21.3,51398
693,61N000,Queen City STEM School,Charlotte,"8701 Mallard Creek Rd, Charlotte, NC 28262",-80.7755659,35.3230964,Charter Schools,Mecklenburg,C,67.5,2,9.1,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
694,200304,Andrews Elementary,Andrews,"205 Jean Christy Ave., Andrews, NC 28901",-83.8253425,35.1982824,Cherokee County Schools,Cherokee,C,67.4,2,42.9,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
695,20308,Ellendale Elementary,Taylorsville,"175 Ellendale Park Lane, Taylorsville, NC 28681",-81.2789738,35.9280489,Alexander County Schools,Alexander,B,67.4,2,41.8,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
696,190348,Pittsboro Elementary,Pittsboro,"375 Pittsboro School Road, Pittsboro, NC 27312",-79.1840986,35.7172541,Chatham County Schools,Chatham,B,67.4,2,37.9,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
697,410430,David D Jones Elementary,Greensboro,"502 South Street, Greensboro, NC 27406",-79.7978914,36.0555757,Guilford County Schools,Guilford,B,67.3,2,48.7,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
698,530346,Tramway Elementary,Sanford,"360 Center Church Road, Sanford, NC 27330",-79.2263469,35.4380038,Lee County Schools,Lee,B,67.3,2,45.5,1.6,14.1,1.5,28.9,14.3,5.7,41.3,2,22.2,48984
699,600394,Francis Bradley Middle,Huntersville,"13345 Beatties Ford Rd, Huntersville, NC 28078",-80.9244892,35.3967056,Charlotte-Mecklenburg Schools,Mecklenburg,B,67.3,2,36.7,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
700,130323,Mount Pleasant Middle,Mount Pleasant,"466 Walker Road, Mount Pleasant, NC 28124",-80.4811436,35.4105838,Cabarrus County Schools,Cabarrus,B,67.3,2,34,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
701,410394,Grimsley High,Greensboro,"801 Westover Terrace, Greensboro, NC 27408",-79.8149225,36.0821284,Guilford County Schools,Guilford,B,67.2,2,40.1,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
702,560332,Nantahala School,Topton,"213 Windingstairs Rd, Topton, NC 28781",-83.6345508,35.2535879,Macon County Schools,Macon,C,67.1,2,53.9,5.9,14,0.4,22.3,11,11.1,10.4,2,26.5,46426
703,260403,New Century International Elementary,Fayetteville,"7465 Century Circle, Fayetteville, NC 28306",-79.0436118,35.0120519,Cumberland County Schools,Cumberland,B,67.1,2,51.6,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
704,960450,Northeast Elementary,Pikeville,"4665 NC Hwy 111 N, Pikeville, NC 27863",-77.905073,35.487877,Wayne County Public Schools,Wayne,C,67.1,2,50.7,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
705,180379,Snow Creek Elementary,Hickory,"3238 Snow Creek Rd, Hickory, NC 28601",-81.2676276,35.7809773,Catawba County Schools,Catawba,B,67.1,2,50.1,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
706,650341,John J Blair Elementary,Wilmington,"416 Edgewater Club Road, Wilmington, NC 28411",-77.7744026,34.2866777,New Hanover County Schools,New Hanover,C,67.1,2,49.8,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
707,920470,Lead Mine Elementary,Raleigh,"8301 Old Leadmine Rd, Raleigh, NC 27615",-78.6567169,35.8917406,Wake County Schools,Wake,B,67.1,2,35.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
708,100304,Bolivia Elementary,Bolivia,"4036 Business Hwy 17-E, Bolivia, NC 28422",-78.1446849,34.070355,Brunswick County Schools,Brunswick,B,67,2,71.9,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
709,200308,Andrews High,Andrews,"50 High School Drive, Andrews, NC 28901",-83.824324,35.196091,Cherokee County Schools,Cherokee,B,67,2,60.8,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
710,130355,Harold E. Winkler Middle,Concord,"4501 Weddington Rd NW, Concord, NC 28027",-80.6513417,35.3985309,Cabarrus County Schools,Cabarrus,B,67,2,49,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
711,970352,Mulberry Elementary School,North Wilkesboro,"190 Mulberry School Rd, North Wilkesboro, NC 28659",-81.1789055,36.2364154,Wilkes County Schools,Wilkes,B,67,2,48.2,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
712,760308,Braxton Craven Middle,Trinity,"7037 NC Highway 62, Trinity, NC 27370",-79.9925544,35.8937115,Randolph County Schools,Randolph,C,67,2,46.2,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
713,260397,E Melvin Honeycutt Elementary,Fayetteville,"4665 Lakewood Drive, Fayetteville, NC 28306",-78.992824,35.0010251,Cumberland County Schools,Cumberland,C,67,2,45.4,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
714,360390,East Gaston High,Mount Holly,"1744 Lane Road, Mount Holly, NC 28120",-81.0758669,35.3152538,Gaston County Schools,Gaston,B,67,2,39.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
715,920356,Carnage Middle,Raleigh,"1425 Carnage Dr, Raleigh, NC 27610",-78.6282881,35.761925,Wake County Schools,Wake,B,67,2,37.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
716,920364,Cary Elementary,Cary,"400 Kildaire Farm Road, Cary, NC 27511",-78.781135,35.781504,Wake County Schools,Wake,C,67,2,36.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
717,680310,Cedar Ridge High,Hillsborough,"1125 New Grady Brown Sch Rd, Hillsborough, NC 27278",-79.1264455,36.0535062,Orange County Schools,Orange,B,67,2,33.3,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
718,550336,Love Memorial Elementary,Lincolnton,"1463 Love Memorial Sch Rd, Lincolnton, NC 28092",-81.27549,35.448966,Lincoln County Schools,Lincoln,B,66.9,2,69.5,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
719,26B000,Alpha Academy,Fayetteville,"8030 Raeford Road, Fayetteville, NC 28304",-79.066933,35.0340488,Charter Schools,Cumberland,B,66.9,2,49.3,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
720,920349,Bryan Road Elementary,Garner,"8317 Bryan Rd, Garner, NC 27529",-78.5909023,35.6655949,Wake County Schools,Wake,B,66.9,2,48.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
721,110356,Fairview Elementary,Fairview,"1355 Charlotte Hwy, Fairview, NC 28730",-82.411025,35.5228804,Buncombe County Schools,Buncombe,B,66.9,2,44,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
722,10312,Highland Elementary,Burlington,"3720 Bonnar Bridge Parkway, Burlington, NC 27215",-79.5179086,36.0585018,Alamance-Burlington Schools,Alamance,B,66.9,2,37.7,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
723,290344,Midway Elementary,Lexington,"318 Midway School Road, Lexington, NC 27295",-80.214257,35.951784,Davidson County Schools,Davidson,B,66.9,2,35.9,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
724,241304,Central Middle,Whiteville,"310 S Martin L King Jr Ave, Whiteville, NC 28472",-78.7097374,34.3269383,Whiteville City Schools,Columbus,C,66.8,2,76.8,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
725,540320,Moss Hill Elementary,Kinston,"6040 Hwy 55 West, Kinston, NC 28504",-77.7531162,35.1953933,Lenoir County Public Schools,Lenoir,B,66.8,2,72,4.2,21.2,1.7,13.7,13.5,11.3,50.3,1,37.2,40433
726,850348,Sandy Ridge Elementary,Sandy Ridge,"1070 Amostown Road, Sandy Ridge, NC 27046",-80.100645,36.499682,Stokes County Schools,Stokes,B,66.8,2,61,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
727,390333,Mount Energy Elementary,Creedmoor,"2652 Hwy 56, Creedmoor, NC 27522",-78.6369481,36.1272703,Granville County Schools,Granville,B,66.8,2,55.1,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
728,470340,Rockfish Hoke Elementary,Raeford,"6251 Rockfish Rd, Raeford, NC 28376",-79.086364,34.995119,Hoke County Schools,Hoke,C,66.8,2,41.2,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2,24.8,47892
729,20330,West Alexander Middle,Taylorsville,"85 Bulldog Lane, Taylorsville, NC 28681",-81.3134344,35.8720999,Alexander County Schools,Alexander,B,66.8,2,35.3,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
730,650325,Emma B Trask Middle,Wilmington,"2900 N College Rd, Wilmington, NC 28405",-77.8729674,34.3012724,New Hanover County Schools,New Hanover,B,66.7,2,55.7,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
731,260375,Grays Creek Elementary,Hope Mills,"2964 School Rd, Hope Mills, NC 28348",-78.8670156,34.8902277,Cumberland County Schools,Cumberland,B,66.7,2,50.9,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
732,340320,Brunson Elementary,Winston Salem,"155 N Hawthorne Road, Winston Salem, NC 27104",-80.2648442,36.0947631,Forsyth County Schools,Forsyth,C,66.7,2,45,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
733,200332,Peachtree Elementary,Murphy,"30 Upper Peachtree Road, Murphy, NC 28906",-83.945572,35.091163,Cherokee County Schools,Cherokee,C,66.7,2,38.3,11.1,0,1,9.6,14,8.8,7.6,2,25.8,41262
734,240368,Nakina Middle,Nakina,"9822 Seven Creeks Hwy, Nakina, NC 28455",-78.655266,34.108018,Columbus County Schools,Columbus,C,66.6,2,65.8,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
735,630324,Sandhills Farm Life Elementary,Carthage,"2201 Farm Life Rd, Carthage, NC 28327",-79.4036446,35.2803766,Moore County Schools,Moore,C,66.6,2,16.1,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
736,810364,Mt. Vernon-Ruth Elementary School,Forest City,"2785 Hudlow Road, Forest City, NC 28043",-81.912436,35.410773,Rutherford County Schools,Rutherford,B,66.5,2,40.9,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
737,350331,Long Mill Elementary,Youngsville,"1753 Long Mill Rd, Youngsville, NC 27596",-78.4958828,36.0571955,Franklin County Schools,Franklin,B,66.4,2,58.8,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
738,650304,Bradley Creek Elementary,Wilmington,"6211 Greenville Loop, Wilmington, NC 28409",-77.845263,34.1976,New Hanover County Schools,New Hanover,C,66.4,2,52.4,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
739,360360,Cherryville High,Cherryville,"313 Ridge Avenue, Cherryville, NC 28021",-81.3807788,35.3900913,Gaston County Schools,Gaston,B,66.4,2,47.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
740,670352,Swansboro High,Swansboro,"161 Queens Creek Rd, Swansboro, NC 28584",-77.1542979,34.6997616,Onslow County Schools,Onslow,B,66.4,2,39.5,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
741,970344,Mount Pleasant Elementary School,Ferguson,"532 Champion Mt Pleasant Rd, Ferguson, NC 28624",-81.3258015,36.1491173,Wilkes County Schools,Wilkes,C,66.4,2,34.1,6.5,8.9,2.5,30.6,17.2,6.8,12.4,1,26.5,44080
742,280330,First Flight High School,Kill Devil Hills,"100 Veterans Drive, Kill Devil Hills, NC 27948",-75.666368,36.0092209,Dare County Schools,Dare,B,66.4,2,21,0,0,1,47.3,6,5.6,11.4,2,12.9,64768
743,350316,Edward Best Elementary,Louisburg,"4011 NC 56 Hwy East, Louisburg, NC 27549",-78.168215,36.094371,Franklin County Schools,Franklin,B,66.3,2,67.6,0.8,11.8,1,4.8,12.6,9.2,35.7,2,18.7,57710
744,760328,Grays Chapel Elementary,Franklinville,"5322 NC Hwy 22 N, Franklinville, NC 27248",-79.699221,35.820788,Randolph County Schools,Randolph,C,66.3,2,52.5,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
745,410382,Gibsonville Elementary,Gibsonville,"401 East Joyner Street, Gibsonville, NC 27249",-79.542761,36.109592,Guilford County Schools,Guilford,B,66.3,2,52.3,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
746,491308,Mooresville Middle,Mooresville,"233 Kistler Farm Rd, Mooresville, NC 28115",-80.7883734,35.5550751,Mooresville City Schools,Iredell,C,66.3,2,36.2,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
747,01C000,Clover Garden,Burlington,"2454 Altamhaw Union Ridge Road, Burlington, NC 27217",-79.4715982,36.1870915,Charter Schools,Alamance,B,66.3,2,11,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
748,49F000,Langtree Charter Academy,Mooresville,"154 Foundation Ct, Mooresville, NC 28117",-80.8651548,35.5411787,Charter Schools,Iredell,C,66.3,2,7.9,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
749,600408,Lawrence Orr Elementary,Charlotte,"4835 Shamrock Dr, Charlotte, NC 28215",-80.743957,35.225871,Charlotte-Mecklenburg Schools,Mecklenburg,B,66.2,2,53.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
750,181336,Oakwood Elementary,Hickory,"366 4th Street NW, Hickory, NC 28601",-81.3435134,35.7373111,Hickory City Schools,Catawba,C,66.2,2,51.5,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
751,790380,Rockingham County Middle,Reidsville,"182 High School Road, Reidsville, NC 27320",-79.735185,36.385928,Rockingham County Schools,Rockingham,C,66.2,2,43.2,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
752,920416,Fuller Elementary,Raleigh,"806 Calloway Dr, Raleigh, NC 27610",-78.624056,35.754922,Wake County Schools,Wake,C,66.2,2,40.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
753,670338,Parkwood Elementary,Jacksonville,"2900 Northwoods Dr, Jacksonville, NC 28540",-77.4407359,34.7802302,Onslow County Schools,Onslow,B,66.1,2,48.1,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
754,290334,Ledford Middle,Thomasville,"3954 N NC Hwy 109, Thomasville, NC 27360",-80.119688,35.947862,Davidson County Schools,Davidson,B,66.1,2,37.3,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
755,600379,Eastover Elementary,Charlotte,"500 Cherokee Rd, Charlotte, NC 28207",-80.821349,35.196573,Charlotte-Mecklenburg Schools,Mecklenburg,B,66.1,2,25.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
