id,code,name,city,full_address,long,lat,district,county,SPgrade,EOG_18_19,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
1777,600463,River Oaks Academy,Charlotte,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214",-80.9785597,35.3084442,Charlotte-Mecklenburg Schools,Mecklenburg,D,48.6,3,39,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1778,530356,West Lee Middle,Sanford,"3301 Wicker St, Sanford, NC 27330",-79.2150667,35.468466,Lee County Schools,Lee,D,48.5,3,68.5,1.6,14.1,1.5,28.9,14.3,5.7,41.3,2,22.2,48984
1779,110410,Avery's Creek Elementary,Arden,"15 Park South Boulevard, Arden, NC 28704",-82.5792672,35.4774437,Buncombe County Schools,Buncombe,D,48.5,3,63.9,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
1780,600305,J M Alexander Middle,Huntersville,"12010 Hambright Rd, Huntersville, NC 28078",-80.8382067,35.3761224,Charlotte-Mecklenburg Schools,Mecklenburg,D,48.5,3,52.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1781,410508,Page High,Greensboro,"201 Alma Pinnix Drive, Greensboro, NC 27405",-79.7851866,36.1090855,Guilford County Schools,Guilford,C,48.5,3,47.6,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
1782,710320,Cape Fear Middle,Rocky Point,"1886 NC Hwy 133, Rocky Point, NC 28457",-77.9162638,34.4058593,Pender County Schools,Pender,C,48.4,3,78.3,3,0,1.5,14.3,9.7,6.7,23.9,3,20.8,54900
1783,250332,H J MacDonald Middle,New Bern,"3127 Elizabeth Avenue, New Bern, NC 28562",-77.0977115,35.1173264,Craven County Schools,Craven,D,48.4,3,67.1,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
1784,910314,Dabney Elementary,Henderson,"150 Lanning Road, Henderson, NC 27537",-78.4817415,36.3309516,Vance County Schools,Vance,C,48.4,3,65.9,4.7,29.8,2,24.5,15.5,11.8,60.4,1,32.9,40263
1785,740386,Sam D Bundy Elementary,Farmville,"3994 Grimmersburg Street, Farmville, NC 27828",-77.5756502,35.594964,Pitt County Schools,Pitt,C,48.4,3,56.2,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
1786,320367,R N Harris Elementary,Durham,"1520 Cooper Street, Durham, NC 27703",-78.8839358,35.9714765,Durham Public Schools,Durham,C,48.4,3,50.7,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
1787,510326,West Clayton Elementary,Clayton,"1012 S Lombard St, Clayton, NC 27520",-78.4698663,35.6434764,Johnston County Schools,Johnston,D,48.4,3,43.2,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
1788,260450,Warrenwood Elementary,Fayetteville,"4618 Rosehill Road, Fayetteville, NC 28311",-78.909154,35.1206203,Cumberland County Schools,Cumberland,C,48.3,3,77.8,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
1789,340544,Walkertown Middle,Walkertown,"5240 Sullivantown Road, Walkertown, NC 27051",-80.1475757,36.1764287,Forsyth County Schools,Forsyth,C,48.3,3,67,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
1790,260308,Ashley Elementary,Fayetteville,"810 Trainer Drive, Fayetteville, NC 28304",-78.9069875,35.0386325,Cumberland County Schools,Cumberland,C,48.3,3,59,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
1791,32D000,Kestrel Heights School,Durham,"4900 Prospectus Drive, Durham, NC 27713",-78.8935753,35.8961597,Charter Schools,Durham,C,48.3,3,28.9,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
1792,61T000,Movement Charter School,Charlotte,"2701-B Freedom Dr, Charlotte, NC 28208",-80.8854548,35.2364565,Charter Schools,Mecklenburg,D,48.2,3,76.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
1793,920580,Vandora Springs Elementary,Garner,"8317 Bryan Road, Garner, NC 27529",-78.5909023,35.6655949,Wake County Schools,Wake,C,48.2,3,60.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
1794,740340,Farmville Middle,Farmville,"3914 Grimmersburg Street, Farmville, NC 27828",-77.5732292,35.5936426,Pitt County Schools,Pitt,C,48.2,3,57.9,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
1795,900314,Monroe Middle,Monroe,"601 E Sunset Drive, Monroe, NC 28112",-80.5398253,34.9736453,Union County Public Schools,Union,D,48.2,3,51.1,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
1796,650316,College Park Elementary,Castle Hayne,"5301 Sidbury Road, Castle Hayne, NC 28429",-77.8670812,34.3316535,New Hanover County Schools,New Hanover,C,48.1,3,73.3,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
1797,760348,Randleman High,Randleman,"4396 Tigers Den Rd, Randleman, NC 27317",-79.8209494,35.8265666,Randolph County Schools,Randolph,C,48.1,3,54.4,3.3,3.5,1.4,13.7,17.5,9.9,20.3,2,19.1,48372
1798,980344,John W Jones Elementary,Wilson,"4028 Highway 42 West, Wilson, NC 27893",-77.9812011,35.7233811,Wilson County Schools,Wilson,C,48.1,3,51,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
1799,360470,North Gaston High,Dallas,"1133 Ratchford Road, Dallas, NC 28034",-81.1774991,35.334336,Gaston County Schools,Gaston,C,48.1,3,49.5,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
1800,132328,Jackson Park Elementary,Kannapolis,"1400 Jackson Street, Kannapolis, NC 28083",-80.602863,35.504073,Kannapolis City Schools,Cabarrus,C,48.1,3,40.8,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
1801,65C000,Douglass Academy,Wilmington,"507 N 6th Street, Wilmington, NC 28401",-77.9431225,34.2421977,Charter Schools,New Hanover,D,48,3,85.5,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
1802,240308,Acme Delco Elementary,Riegelwood,"16337 Old Lake Road, Riegelwood, NC 28456",-78.2544189,34.3475806,Columbus County Schools,Columbus,D,48,3,82.1,6.9,17.8,1.6,20.5,15,20.3,40.1,1,34,36862
1803,260338,Cliffdale Elementary,Fayetteville,"6450 Cliffdale Road, Fayetteville, NC 28304",-78.9950832,35.0590604,Cumberland County Schools,Cumberland,C,48,3,75.2,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
