id,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
401,2,32.3,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
402,2,27.1,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
403,2,20.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
404,2,15.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
405,2,44.7,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
406,2,40.3,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
407,2,23.7,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
408,2,21.4,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
409,2,53.7,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2,24.8,47892
410,2,43.1,7.8,4.1,1,13.1,8.2,5.6,15.9,3,15,54012
411,2,40.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
412,2,36.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
413,2,28.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
414,2,22.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
415,2,77.9,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
416,2,64.5,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
417,2,43.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
418,2,41.5,3.9,0,5.9,10.3,9.1,4.2,11.6,2,18.6,50467
419,2,38.1,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
420,2,47.9,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
421,2,34.6,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
422,2,26.2,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
423,2,61.4,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
424,2,18.3,2.7,6.2,1.3,14.3,12.6,10.7,27,2,16.6,52798
425,2,24.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
426,2,23.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
427,2,52.5,2.9,15.6,1.2,16.8,11.3,14.8,59.5,2,24.8,47892
428,2,26.9,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
429,2,21.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
430,2,20.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
431,2,49.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
432,2,49.1,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
433,2,37.1,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
434,2,39.2,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
435,2,14.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
436,2,37.7,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
437,2,32.3,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
438,2,25.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
439,2,67.8,1.6,28.7,0.9,26.6,23.4,14.3,48.2,1,27.3,42725
440,2,27.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
441,2,19.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
442,2,13.6,4.7,29.8,2,24.5,15.5,11.8,60.4,1,32.9,40263
443,2,8.2,4,13,1.3,6.7,11.9,10.2,41.4,2,18.4,58956
444,2,8.1,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
445,2,51.8,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
446,2,34.6,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
447,2,30.6,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
448,2,14.9,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
449,2,4,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
450,2,61.3,9.5,0,1.5,16.9,12.9,6.1,8,2,16.6,50826
451,2,36.4,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
452,2,32.7,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
453,2,30.6,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
454,2,30.3,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
455,2,47.8,4.8,1.4,1.2,11.5,7.9,6.7,15.3,3,16.6,53960
456,2,41.6,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
457,2,31.5,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
458,2,30.7,3.5,13.9,1.5,18.6,13.2,7.4,14.1,3,13.5,62963
459,2,22.8,3.1,24.4,0.8,9.8,8.1,6.6,7.4,3,14.2,48489
460,2,17.1,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
461,2,74.1,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
462,2,37.6,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
463,2,49.6,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
464,2,45.9,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
465,2,42.1,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
466,2,37.7,2.9,1.8,1.7,13.4,10.5,7.9,37.6,2,20.5,51225
467,2,30.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
468,2,52.1,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
469,2,47.9,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
470,2,36.2,5.5,1.8,1.1,13.7,5.9,8.6,32.3,1,21.3,50531
471,2,26.9,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
472,2,25.6,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
473,2,24.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
