EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
2,58.30,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
4,58.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,58.20,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
3,58.20,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
3,58.20,2.40,0.00,1.60,57.60,13.40,13.10,47.50,1,30.20,43569
4,58.20,2.00,46.70,1.40,24.10,16.30,5.40,66.50,1,30.60,38216
3,58.20,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,58.20,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,58.20,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,58.20,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
2,58.20,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
2,58.20,9.10,0.00,0.70,9.00,14.30,7.70,7.30,2,23.30,44756
3,58.20,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
4,58.10,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,58.10,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,58.10,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
2,58.10,2.50,0.00,1.30,11.80,15.10,16.50,36.70,1,22.70,43121
3,58.00,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,58.00,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,57.90,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,57.90,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,57.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,57.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,57.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,57.80,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,57.80,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,57.80,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,57.70,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
4,57.70,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,57.70,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
3,57.70,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,57.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,57.60,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,57.60,8.90,13.70,1.50,23.30,11.10,9.40,33.20,2,22.60,50149
4,57.60,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,57.50,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,57.50,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
4,57.40,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,57.40,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,57.40,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,57.40,2.40,26.50,1.60,21.00,19.30,12.70,38.10,1,26.50,45517
3,57.30,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,57.30,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,57.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,57.30,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
3,57.30,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
2,57.30,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,57.30,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
4,57.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,57.30,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,57.20,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,57.20,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
2,57.20,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
4,57.10,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,57.10,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
4,57.10,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,57.00,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,57.00,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
2,56.90,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,56.90,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,56.90,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,56.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,56.90,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
4,56.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,56.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,56.80,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
1,56.70,1.40,0.00,2.70,16.00,18.90,10.80,52.80,1,32.00,43591
4,56.70,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
3,56.70,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
4,56.70,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,56.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
1,56.60,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,56.60,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,56.60,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
3,56.60,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,56.60,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
1,56.60,11.40,0.00,1.80,16.50,12.00,7.80,5.10,2,22.40,44693
3,56.50,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,56.50,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
3,56.50,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
2,56.50,3.10,24.40,0.80,9.80,8.10,6.60,7.40,3,14.20,48489
3,56.40,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,56.30,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
4,56.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
1,56.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,56.30,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,56.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,56.30,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,56.20,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
2,56.20,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,56.20,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
1,56.20,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
3,56.20,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
4,56.20,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,56.10,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
2,56.10,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,56.00,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
1,56.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,56.00,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,56.00,9.00,0.00,1.80,19.80,9.30,4.90,15.00,3,13.50,60801
3,56.00,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
4,56.00,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,56.00,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,55.90,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
2,55.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,55.90,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
4,55.90,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,55.90,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,55.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,55.80,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,55.80,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,55.80,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,55.70,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
4,55.70,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
1,55.70,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,55.70,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,55.70,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
3,55.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,55.70,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
4,55.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,55.70,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
3,55.60,3.20,28.90,1.80,21.40,12.10,10.10,27.00,1,26.50,48337
3,55.60,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
2,55.60,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,55.60,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
4,55.50,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
2,55.50,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,55.50,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,55.50,12.80,13.80,2.30,19.90,12.40,10.50,17.90,2,20.40,44502
3,55.40,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,55.40,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
1,55.40,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
3,55.40,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,55.40,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,55.40,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
2,55.40,5.20,0.00,1.10,12.30,12.50,5.50,7.10,2,23.30,41864
2,55.40,9.10,0.00,0.70,9.00,14.30,7.70,7.30,2,23.30,44756
3,55.30,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
3,55.30,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,55.30,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,55.30,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,55.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,55.30,0.50,0.00,0.00,8.50,10.30,8.30,6.20,2,20.50,42878
4,55.20,2.00,46.70,1.40,24.10,16.30,5.40,66.50,1,30.60,38216
2,55.20,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
4,55.20,8.90,39.40,2.40,28.50,15.70,12.50,55.30,1,29.20,38023
2,55.10,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
3,55.10,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
3,55.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,55.10,2.40,26.50,1.60,21.00,19.30,12.70,38.10,1,26.50,45517
3,55.10,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,55.10,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,55.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,55.10,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,55.00,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,55.00,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,55.00,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,55.00,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,55.00,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,55.00,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
3,54.90,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,54.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,54.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,54.90,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,54.90,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,54.90,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
2,54.90,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,54.90,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,54.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,54.80,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,54.80,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,54.70,6.70,0.00,2.50,16.10,10.70,11.60,25.00,2,28.10,46447
3,54.70,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
2,54.70,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,54.70,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,54.70,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,54.60,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,54.60,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,54.60,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
2,54.60,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,54.50,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,54.50,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,54.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,54.50,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,54.50,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,54.40,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
1,54.40,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,54.40,8.90,13.70,1.50,23.30,11.10,9.40,33.20,2,22.60,50149
3,54.40,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
2,54.40,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
4,54.30,2.40,0.00,1.60,57.60,13.40,13.10,47.50,1,30.20,43569
2,54.30,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
2,54.30,0.90,11.20,0.40,14.20,12.30,5.70,27.30,3,13.10,73703
1,54.30,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,54.30,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,54.20,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,54.20,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,54.20,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,54.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,54.20,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,54.20,3.10,24.40,0.80,9.80,8.10,6.60,7.40,3,14.20,48489
3,54.10,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
2,54.10,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
2,54.10,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,54.10,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
2,54.10,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,54.10,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,54.00,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
4,53.90,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
2,53.90,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,53.90,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,53.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,53.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,53.90,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
2,53.80,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
3,53.80,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
2,53.80,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,53.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,53.80,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,53.80,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,53.80,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,53.80,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,53.80,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,53.70,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
2,53.70,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,53.70,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
3,53.70,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,53.70,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,53.70,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,53.70,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
1,53.60,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,53.60,4.20,22.90,2.00,8.60,20.70,11.00,36.30,2,24.10,47757
5,53.60,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,53.60,2.90,0.00,1.70,27.00,17.50,5.30,12.50,2,18.80,49138
2,53.60,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,53.60,11.40,0.00,1.80,16.50,12.00,7.80,5.10,2,22.40,44693
3,53.50,10.60,0.00,0.60,15.30,14.50,12.80,55.20,1,38.70,36042
3,53.50,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,53.50,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,53.50,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
1,53.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,53.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,53.50,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
4,53.50,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,53.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,53.50,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,53.50,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,53.50,2.60,0.00,0.70,13.00,11.50,9.70,8.70,2,21.30,51398
3,53.40,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,53.40,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,53.40,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
2,53.40,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,53.30,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,53.30,2.60,0.00,0.70,13.00,11.50,9.70,8.70,2,21.30,51398
3,53.20,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
3,53.20,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,53.20,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
4,53.20,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,53.20,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
2,53.20,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,53.20,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
1,53.10,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
2,53.10,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,53.10,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
1,53.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,53.10,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,53.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,53.00,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,53.00,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,53.00,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,52.90,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
2,52.90,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,52.90,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,52.80,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,52.80,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,52.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,52.70,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
2,52.70,9.10,0.00,0.70,9.00,14.30,7.70,7.30,2,23.30,44756
5,52.60,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,52.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,52.60,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,52.50,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,52.50,0.30,43.50,0.70,26.10,13.10,14.00,39.50,1,28.20,42618
4,52.50,2.40,0.00,1.60,57.60,13.40,13.10,47.50,1,30.20,43569
3,52.50,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
2,52.50,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
2,52.50,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,52.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,52.50,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,52.50,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
5,52.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,52.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,52.50,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
3,52.50,6.20,0.00,1.40,18.30,16.10,6.90,13.00,1,24.30,39502
3,52.40,0.00,0.00,1.00,47.30,6.00,5.60,11.40,2,12.90,64768
3,52.40,3.20,28.90,1.80,21.40,12.10,10.10,27.00,1,26.50,48337
3,52.40,3.00,0.00,0.00,13.00,11.60,13.40,35.40,2,19.50,51746
2,52.40,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,52.40,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,52.40,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,52.40,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
4,52.40,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,52.40,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,52.40,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,52.30,1.70,14.10,1.70,29.50,10.40,8.10,44.70,1,28.90,46355
3,52.30,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,52.30,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
2,52.30,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,52.30,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
3,52.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,52.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,52.20,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
2,52.20,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,52.20,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
2,52.10,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
3,52.10,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
4,52.10,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
2,52.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,52.00,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,52.00,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,51.90,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,51.90,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,51.90,5.20,0.00,3.70,19.40,17.80,13.00,12.90,2,29.20,39735
